chargeback_id,chargeback_ref,transaction_id,customer_id,merchant_id,chargeback_date,chargeback_amount,chargeback_reason,dispute_status,resolution_date,dq_issue_count,is_valid_record,cleaned_at
989,CB_54715,54715,8734,1161,2025-09-04,5.19,authorization_issue,closed,2025-11-18,0,True,2026-05-27 17:14:06.202831
990,CB_54737,54737,9364,247,2026-04-27,42.91,service_not_received,closed,2026-05-15,1,False,2026-05-27 17:14:06.202831
991,CB_54763,54763,9217,220,2026-01-21,84.73,authorization_issue,lost,2025-12-30,1,False,2026-05-27 17:14:06.202831
993,CB_54915,54915,5788,234,2025-06-17,79.6,fraud,open,,0,True,2026-05-27 17:14:06.202831
995,CB_54971,54971,5150,1124,2025-05-04,87.73,fraud,closed,,2,False,2026-05-27 17:14:06.202831
996,CB_55031,55031,1403,407,2026-06-07,46.21,duplicate_processing,closed,2026-06-28,0,True,2026-05-27 17:14:06.202831
997,CB_55061,55061,3284,189,2026-03-19,268.13,fraud,lost,2026-05-27,0,True,2026-05-27 17:14:06.202831
998,CB_55076,55076,9789,861,2025-09-05,62.29,service_not_received,closed,2025-08-22,1,False,2026-05-27 17:14:06.202831
999,CB_55100,55100,8410,17,2026-01-03,54.5,authorization_issue,open,2026-01-28,0,True,2026-05-27 17:14:06.202831
1000,CB_55135,55135,5724,898,2025-10-31,7.4,service_not_received,won,2026-01-15,0,True,2026-05-27 17:14:06.202831
1001,CB_55160,55160,4804,577,2026-03-07,90.33,duplicate_processing,lost,2026-03-09,0,True,2026-05-27 17:14:06.202831
1002,CB_55173,55173,9746,660,2026-03-28,33.54,authorization_issue,won,2026-02-06,1,False,2026-05-27 17:14:06.202831
1003,CB_55325,55325,7008,670,2026-01-08,51.14,service_not_received,open,2026-01-28,0,True,2026-05-27 17:14:06.202831
1004,CB_55376,55376,2153,339,2025-09-11,6.31,duplicate_processing,open,2025-09-02,3,False,2026-05-27 17:14:06.202831
1005,CB_55447,55447,3969,192,2025-07-05,34.0,duplicate_processing,open,2025-06-05,3,False,2026-05-27 17:14:06.202831
1007,CB_55485,55485,4714,756,2026-02-13,51.42,authorization_issue,open,2026-03-14,0,True,2026-05-27 17:14:06.202831
1008,CB_55583,55583,8037,488,2025-12-18,8.77,service_not_received,open,2025-12-23,0,True,2026-05-27 17:14:06.202831
1009,CB_55604,55604,5756,14,2025-05-27,17.62,service_not_received,closed,,3,False,2026-05-27 17:14:06.202831
1010,CB_55665,55665,5314,471,2025-12-24,77.76,duplicate_processing,won,2026-02-01,0,True,2026-05-27 17:14:06.202831
1011,CB_55683,55683,367,114,2026-04-19,92.2,service_not_received,won,2026-05-09,2,False,2026-05-27 17:14:06.202831
1012,CB_55692,55692,2895,546,2025-05-21,66.15,fraud,won,2025-05-20,3,False,2026-05-27 17:14:06.202831
1013,CB_55797,55797,3997,697,2026-02-07,1.91,fraud,lost,,0,True,2026-05-27 17:14:06.202831
1014,CB_55823,55823,5004,325,2025-09-17,8.68,duplicate_processing,lost,2025-08-28,1,False,2026-05-27 17:14:06.202831
1015,CB_55928,55928,5981,925,2026-06-04,40.47,service_not_received,won,2026-05-22,1,False,2026-05-27 17:14:06.202831
1016,CB_56028,56028,2955,199,2025-06-12,0.32,authorization_issue,lost,2025-07-29,2,False,2026-05-27 17:14:06.202831
1017,CB_56158,56158,8923,167,2025-12-30,82.0,authorization_issue,lost,2025-12-30,0,True,2026-05-27 17:14:06.202831
1018,CB_56167,56167,2855,116,2026-01-21,266.63,service_not_received,closed,2025-12-28,3,False,2026-05-27 17:14:06.202831
1019,CB_56181,56181,4435,929,2026-03-01,52.54,duplicate_processing,open,2026-03-15,0,True,2026-05-27 17:14:06.202831
1022,CB_56551,56551,948,1145,2025-12-24,56.35,authorization_issue,won,,0,True,2026-05-27 17:14:06.202831
1023,CB_56570,56570,7385,1170,2025-10-11,33.49,authorization_issue,open,2025-11-30,1,False,2026-05-27 17:14:06.202831
1024,CB_56636,56636,1006,717,2025-06-17,99.74,service_not_received,lost,2025-07-14,0,True,2026-05-27 17:14:06.202831
1027,CB_56764,56764,3434,628,2025-06-22,142.75,authorization_issue,closed,2025-06-22,1,False,2026-05-27 17:14:06.202831
1029,CB_56913,56913,2178,281,2025-06-02,127.5,authorization_issue,closed,2025-08-10,2,False,2026-05-27 17:14:06.202831
1030,CB_57170,57170,5455,830,2025-10-19,57.36,duplicate_processing,open,,2,False,2026-05-27 17:14:06.202831
1031,CB_57189,57189,9147,183,2026-03-04,31.47,duplicate_processing,lost,2026-05-08,1,False,2026-05-27 17:14:06.202831
1032,CB_57197,57197,2045,659,2025-07-08,90.35,duplicate_processing,open,2025-09-03,2,False,2026-05-27 17:14:06.202831
1033,CB_57224,57224,4978,996,2025-06-20,45.6,fraud,closed,,0,True,2026-05-27 17:14:06.202831
1034,CB_57256,57256,8358,236,2026-06-01,33.38,service_not_received,open,2026-05-18,3,False,2026-05-27 17:14:06.202831
1036,CB_57446,57446,7612,612,2026-02-20,374.42,authorization_issue,open,2026-03-25,0,True,2026-05-27 17:14:06.202831
1037,CB_57524,57524,9053,507,2026-01-12,31.35,authorization_issue,open,,1,False,2026-05-27 17:14:06.202831
1038,CB_57531,57531,8208,69,2026-01-26,67.99,fraud,won,2026-03-16,0,True,2026-05-27 17:14:06.202831
1039,CB_57545,57545,3492,950,2025-10-12,96.54,service_not_received,lost,2025-10-08,1,False,2026-05-27 17:14:06.202831
1041,CB_57586,57586,7482,1095,2025-09-06,303.98,authorization_issue,closed,2025-11-16,2,False,2026-05-27 17:14:06.202831
1042,CB_57593,57593,4096,132,2026-02-14,188.71,duplicate_processing,closed,2026-03-02,0,True,2026-05-27 17:14:06.202831
982,CB_54175,54175,960982,147,2026-04-30,52.6,authorization_issue,won,2026-04-29,2,False,2026-05-27 17:14:06.202831
1025,CB_56683,56683,8677,971025,2026-02-15,41.5,fraud,closed,2026-03-21,1,False,2026-05-27 17:14:06.202831
977,CB_53768,53768,5152,10,2025-10-30,,fraud,open,2025-12-05,3,False,2026-05-27 17:14:06.202831
987,CB_54398,54398,3838,449,2025-06-06,,duplicate_processing,lost,,1,False,2026-05-27 17:14:06.202831
1040,CB_57562,57562,8023,986,2026-02-15,-81.15,authorization_issue,open,2026-01-17,2,False,2026-05-27 17:14:06.202831
1026,CB_56739,56739,1399,303,2026-02-08,79.38,fraud,closed,,0,True,2026-05-27 17:14:06.202831
978,CB_54003,54003,1606,417,2025-11-26,92.38,fraud,open,2025-11-05,1,False,2026-05-27 17:14:06.202831
1021,CB_56459,56459,7742,950,2026-04-20,64.37,authorization_issue,closed,2026-06-20,2,False,2026-05-27 17:14:06.202831
1035,CB_57359,57359,3740,4,2026-02-02,32.0,duplicate_processing,closed,2026-03-25,1,False,2026-05-27 17:14:06.202831
994,CB_54954,54954,4984,970994,2025-11-26,359.02,duplicate_processing,lost,2025-11-09,2,False,2026-05-27 17:14:06.202831
1043,CB_57686,57686,8916,1015,2025-11-01,28.84,service_not_received,won,2025-10-03,1,False,2026-05-27 17:14:06.202831
1044,CB_57738,57738,5534,1166,2025-12-03,46.58,service_not_received,won,,2,False,2026-05-27 17:14:06.202831
1045,CB_57776,57776,1204,1031,2025-08-03,343.13,service_not_received,lost,2025-06-11,1,False,2026-05-27 17:14:06.202831
1046,CB_57802,57802,6641,386,2026-05-05,86.67,authorization_issue,closed,2026-05-03,1,False,2026-05-27 17:14:06.202831
1047,CB_57865,57865,7056,1127,2025-12-19,13.94,authorization_issue,closed,2026-01-21,0,True,2026-05-27 17:14:06.202831
1048,CB_58191,58191,8201,1047,2026-01-01,19.28,duplicate_processing,closed,2025-11-23,1,False,2026-05-27 17:14:06.202831
1049,CB_58192,58192,7976,852,2026-04-24,22.13,service_not_received,open,2026-04-27,0,True,2026-05-27 17:14:06.202831
1050,CB_58278,58278,5448,737,2026-04-15,55.24,authorization_issue,open,2026-06-20,0,True,2026-05-27 17:14:06.202831
1051,CB_58290,58290,7320,825,2025-09-11,20.42,authorization_issue,lost,,0,True,2026-05-27 17:14:06.202831
1052,CB_58394,58394,3328,142,2025-10-10,40.2,fraud,closed,2025-12-09,2,False,2026-05-27 17:14:06.202831
1053,CB_58524,58524,5071,1144,2026-02-04,2.82,fraud,lost,2026-04-05,0,True,2026-05-27 17:14:06.202831
1055,CB_58542,58542,4272,1167,2025-08-07,17.93,duplicate_processing,open,2025-08-03,1,False,2026-05-27 17:14:06.202831
1057,CB_58742,58742,1803,198,2026-03-29,4.31,duplicate_processing,lost,2026-04-08,0,True,2026-05-27 17:14:06.202831
1058,CB_58778,58778,3267,767,2025-12-13,92.15,duplicate_processing,lost,2026-01-26,0,True,2026-05-27 17:14:06.202831
1059,CB_58827,58827,1867,112,2025-08-07,492.79,fraud,lost,,1,False,2026-05-27 17:14:06.202831
1062,CB_59018,59018,6354,223,2025-11-07,468.62,fraud,open,2025-11-20,0,True,2026-05-27 17:14:06.202831
1063,CB_59074,59074,4599,379,2025-09-17,73.11,authorization_issue,lost,2025-09-11,3,False,2026-05-27 17:14:06.202831
1064,CB_59097,59097,6574,150,2025-09-08,4.94,service_not_received,lost,2025-09-11,0,True,2026-05-27 17:14:06.202831
1065,CB_59159,59159,1981,93,2025-08-03,214.28,duplicate_processing,won,2025-07-29,1,False,2026-05-27 17:14:06.202831
1066,CB_59238,59238,5699,67,2025-11-25,473.51,service_not_received,open,,2,False,2026-05-27 17:14:06.202831
1067,CB_59254,59254,7281,550,2026-04-03,73.66,fraud,closed,,0,True,2026-05-27 17:14:06.202831
1068,CB_59300,59300,4488,306,2026-04-26,463.2,authorization_issue,won,2026-04-26,2,False,2026-05-27 17:14:06.202831
1069,CB_59308,59308,9678,271,2026-02-09,251.81,fraud,closed,2026-04-14,2,False,2026-05-27 17:14:06.202831
1070,CB_59402,59402,9652,1039,2026-04-23,84.72,duplicate_processing,lost,,0,True,2026-05-27 17:14:06.202831
1071,CB_59436,59436,8090,419,2025-10-30,4.59,duplicate_processing,won,2025-11-01,0,True,2026-05-27 17:14:06.202831
1072,CB_59439,59439,2168,160,2025-08-29,4.82,service_not_received,open,2025-08-06,3,False,2026-05-27 17:14:06.202831
1073,CB_59449,59449,4586,369,2025-09-20,483.33,authorization_issue,open,2025-10-14,2,False,2026-05-27 17:14:06.202831
1074,CB_59587,59587,4355,397,2025-07-04,4.19,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
1075,CB_59611,59611,9495,555,2025-07-22,61.08,authorization_issue,closed,2025-07-17,1,False,2026-05-27 17:14:06.202831
1078,CB_59677,59677,7451,677,2025-05-20,72.24,duplicate_processing,lost,,2,False,2026-05-27 17:14:06.202831
1081,CB_59798,59798,3807,259,2025-08-19,27.97,service_not_received,closed,2025-09-27,0,True,2026-05-27 17:14:06.202831
1082,CB_59813,59813,5579,885,2025-06-11,30.06,fraud,closed,2025-07-13,2,False,2026-05-27 17:14:06.202831
1083,CB_59845,59845,6909,127,2025-12-01,82.61,service_not_received,closed,2025-11-13,1,False,2026-05-27 17:14:06.202831
1084,CB_59846,59846,6529,918,2025-12-17,72.18,service_not_received,won,2026-02-13,0,True,2026-05-27 17:14:06.202831
1085,CB_60027,60027,8377,1045,2025-12-13,243.83,service_not_received,lost,,1,False,2026-05-27 17:14:06.202831
1088,CB_60052,60052,7585,1197,2025-08-29,68.27,duplicate_processing,open,2025-08-18,1,False,2026-05-27 17:14:06.202831
1090,CB_60161,60161,1591,294,2026-03-31,46.66,fraud,won,2026-04-27,0,True,2026-05-27 17:14:06.202831
1092,CB_60291,60291,6947,33,2026-04-12,57.71,duplicate_processing,won,2026-06-17,1,False,2026-05-27 17:14:06.202831
1093,CB_60430,60430,9622,40,2026-06-01,37.61,service_not_received,open,,2,False,2026-05-27 17:14:06.202831
1094,CB_60462,60462,7935,424,2026-02-10,91.19,authorization_issue,open,2026-01-21,1,False,2026-05-27 17:14:06.202831
1095,CB_60543,60543,7249,141,2025-11-29,282.14,service_not_received,lost,,0,True,2026-05-27 17:14:06.202831
1096,CB_60617,60617,1557,701,2026-03-25,83.14,service_not_received,won,,2,False,2026-05-27 17:14:06.202831
1097,CB_60636,60636,9390,310,2025-10-15,43.08,fraud,open,2025-10-12,3,False,2026-05-27 17:14:06.202831
1098,CB_60647,60647,4752,179,2026-01-09,46.47,fraud,open,2026-01-08,1,False,2026-05-27 17:14:06.202831
1099,CB_60659,60659,4958,580,2026-03-06,53.57,fraud,closed,,0,True,2026-05-27 17:14:06.202831
1100,CB_60712,60712,5143,682,2025-12-01,96.44,authorization_issue,won,2026-02-21,1,False,2026-05-27 17:14:06.202831
1101,CB_60718,60718,3211,1113,2025-12-14,13.6,fraud,closed,2025-11-15,1,False,2026-05-27 17:14:06.202831
1102,CB_60726,60726,504,806,2026-04-22,85.96,service_not_received,lost,,0,True,2026-05-27 17:14:06.202831
1103,CB_60740,60740,5347,342,2025-05-03,31.62,fraud,closed,2025-04-25,1,False,2026-05-27 17:14:06.202831
1104,CB_60807,60807,6525,194,2026-05-14,475.76,service_not_received,open,,2,False,2026-05-27 17:14:06.202831
1106,CB_60920,60920,4616,64,2025-12-05,9.61,service_not_received,closed,2025-11-07,1,False,2026-05-27 17:14:06.202831
1108,CB_61283,61283,5210,91,2026-02-12,38.98,fraud,lost,2026-03-06,0,True,2026-05-27 17:14:06.202831
1109,CB_61292,61292,8800,946,2025-11-13,46.59,authorization_issue,open,2025-12-15,0,True,2026-05-27 17:14:06.202831
1110,CB_61323,61323,3734,1198,2026-04-17,76.29,service_not_received,closed,,0,True,2026-05-27 17:14:06.202831
1056,CB_58571,951056,642,1020,2026-01-10,87.05,authorization_issue,open,2026-02-04,1,False,2026-05-27 17:14:06.202831
1087,CB_60045,60045,9290,323,2025-09-11,289.7,duplicate_processing,open,2025-10-21,0,True,2026-05-27 17:14:06.202831
1054,CB_58533,58533,9047,1117,2026-03-28,-16.03,authorization_issue,lost,2026-06-01,1,False,2026-05-27 17:14:06.202831
1061,CB_58981,58981,3845,178,2026-01-29,29.9,fraud,won,,2,False,2026-05-27 17:14:06.202831
1089,CB_60130,60130,7017,254,2025-10-07,1574.12,duplicate_processing,open,2025-09-16,1,False,2026-05-27 17:14:06.202831
1091,CB_60168,60168,5931,957,2025-05-13,28.79,duplicate_processing,lost,,0,True,2026-05-27 17:14:06.202831
1080,CB_59768,59768,9974,758,2026-01-23,63.95,fraud,won,,0,True,2026-05-27 17:14:06.202831
1086,CB_60034,60034,8965,204,2026-03-02,28.52,service_not_received,won,,0,True,2026-05-27 17:14:06.202831
1076,CB_59644,59644,5161,396,2025-11-30,62.91,duplicate_processing,closed,2026-03-21,0,True,2026-05-27 17:14:06.202831
1107,CB_61071,61071,3038,284,2025-08-17,25.63,service_not_received,open,2025-08-09,3,False,2026-05-27 17:14:06.202831
1111,CB_61378,61378,368,321,2026-03-09,273.6,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
1112,CB_61382,61382,9425,722,2025-11-16,17.42,authorization_issue,lost,2025-12-27,0,True,2026-05-27 17:14:06.202831
1113,CB_61423,61423,2947,334,2025-07-23,38.6,authorization_issue,lost,2025-06-21,1,False,2026-05-27 17:14:06.202831
1114,CB_61449,61449,6707,1193,2025-10-30,11.51,duplicate_processing,open,2025-12-03,0,True,2026-05-27 17:14:06.202831
1115,CB_61471,61471,8818,1025,2026-03-09,88.98,fraud,closed,2026-04-14,0,True,2026-05-27 17:14:06.202831
1116,CB_61496,61496,7898,692,2026-02-26,67.36,service_not_received,closed,2026-02-04,3,False,2026-05-27 17:14:06.202831
1117,CB_61502,61502,2266,13,2025-10-25,228.8,fraud,closed,2025-11-18,0,True,2026-05-27 17:14:06.202831
1118,CB_61550,61550,9960,877,2026-02-12,64.4,service_not_received,open,2026-04-03,0,True,2026-05-27 17:14:06.202831
1119,CB_61703,61703,1048,328,2025-08-14,92.18,authorization_issue,won,2025-07-22,1,False,2026-05-27 17:14:06.202831
1120,CB_61747,61747,963,391,2025-08-07,66.46,fraud,open,,0,True,2026-05-27 17:14:06.202831
1121,CB_61766,61766,9013,238,2025-04-24,188.49,duplicate_processing,open,2025-05-23,0,True,2026-05-27 17:14:06.202831
1123,CB_61848,61848,4289,664,2025-06-11,78.26,duplicate_processing,open,2025-07-14,2,False,2026-05-27 17:14:06.202831
1124,CB_61923,61923,4315,317,2026-04-14,86.2,authorization_issue,lost,2026-03-05,3,False,2026-05-27 17:14:06.202831
1125,CB_61936,61936,1660,479,2026-04-19,60.51,fraud,closed,,0,True,2026-05-27 17:14:06.202831
1126,CB_62013,62013,7947,322,2025-08-19,43.91,duplicate_processing,lost,,1,False,2026-05-27 17:14:06.202831
1128,CB_62096,62096,5581,175,2025-10-13,70.48,fraud,closed,2025-10-31,0,True,2026-05-27 17:14:06.202831
1129,CB_62142,62142,7524,435,2025-06-02,21.58,service_not_received,lost,2025-06-12,0,True,2026-05-27 17:14:06.202831
1130,CB_62246,62246,6867,815,2025-10-02,237.13,authorization_issue,closed,2025-11-11,0,True,2026-05-27 17:14:06.202831
1131,CB_62416,62416,8648,300,2025-09-24,294.62,authorization_issue,open,,2,False,2026-05-27 17:14:06.202831
1132,CB_62435,62435,1483,929,2025-09-24,99.21,fraud,won,2025-11-16,0,True,2026-05-27 17:14:06.202831
1133,CB_62546,62546,8004,402,2026-02-28,385.34,duplicate_processing,lost,2026-05-02,0,True,2026-05-27 17:14:06.202831
1134,CB_62631,62631,6694,33,2026-05-16,338.85,fraud,closed,2026-05-19,1,False,2026-05-27 17:14:06.202831
1135,CB_62726,62726,2389,882,2025-09-14,11.45,duplicate_processing,lost,,0,True,2026-05-27 17:14:06.202831
1136,CB_62797,62797,6650,577,2025-10-24,9.94,duplicate_processing,won,2025-10-10,1,False,2026-05-27 17:14:06.202831
1137,CB_62869,62869,730,760,2026-04-24,51.11,service_not_received,won,2026-06-16,0,True,2026-05-27 17:14:06.202831
1138,CB_62899,62899,3627,1003,2025-05-26,180.54,authorization_issue,open,2025-07-01,0,True,2026-05-27 17:14:06.202831
1139,CB_62938,62938,3463,1143,2025-12-09,32.37,duplicate_processing,open,2025-11-25,2,False,2026-05-27 17:14:06.202831
1140,CB_62979,62979,378,1119,2025-08-11,16.52,fraud,open,,1,False,2026-05-27 17:14:06.202831
1141,CB_62995,62995,6602,446,2025-06-12,5.99,fraud,open,,0,True,2026-05-27 17:14:06.202831
1142,CB_63030,63030,682,908,2025-08-09,116.37,fraud,closed,,0,True,2026-05-27 17:14:06.202831
1143,CB_63096,63096,2150,421,2025-12-07,89.12,fraud,lost,2026-01-22,0,True,2026-05-27 17:14:06.202831
1144,CB_63129,63129,4192,342,2025-06-08,34.21,service_not_received,won,,0,True,2026-05-27 17:14:06.202831
1145,CB_63306,63306,3891,1109,2025-07-21,42.26,fraud,open,2025-07-15,3,False,2026-05-27 17:14:06.202831
1146,CB_63386,63386,8825,719,2025-12-07,1.52,duplicate_processing,lost,2025-12-16,1,False,2026-05-27 17:14:06.202831
1148,CB_63631,63631,1284,145,2025-10-28,73.37,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
1149,CB_63787,63787,536,278,2025-11-24,1132.13,duplicate_processing,open,2025-11-16,1,False,2026-05-27 17:14:06.202831
1150,CB_63849,63849,5129,1090,2025-05-20,431.86,duplicate_processing,closed,,2,False,2026-05-27 17:14:06.202831
1151,CB_63884,63884,2852,189,2025-10-25,351.26,duplicate_processing,open,2026-01-20,0,True,2026-05-27 17:14:06.202831
1154,CB_63988,63988,8401,519,2026-02-14,58.6,service_not_received,lost,2026-04-05,0,True,2026-05-27 17:14:06.202831
1155,CB_64002,64002,7219,542,2026-04-27,74.07,duplicate_processing,won,2026-04-15,1,False,2026-05-27 17:14:06.202831
1156,CB_64020,64020,6122,555,2025-08-18,0.78,authorization_issue,won,2025-08-03,2,False,2026-05-27 17:14:06.202831
1157,CB_64247,64247,8105,866,2025-12-12,81.02,duplicate_processing,open,,2,False,2026-05-27 17:14:06.202831
1159,CB_64308,64308,6866,348,2026-04-20,22.93,service_not_received,lost,2026-06-11,2,False,2026-05-27 17:14:06.202831
1160,CB_64392,64392,8477,1011,2026-03-18,77.76,service_not_received,closed,2026-04-25,2,False,2026-05-27 17:14:06.202831
1162,CB_64412,64412,4190,1053,2026-01-09,54.69,fraud,won,2026-01-06,2,False,2026-05-27 17:14:06.202831
1163,CB_64442,64442,4442,869,2025-08-03,12.2,fraud,lost,2025-08-07,0,True,2026-05-27 17:14:06.202831
1164,CB_64474,64474,2983,1190,2026-03-05,362.0,authorization_issue,lost,,2,False,2026-05-27 17:14:06.202831
1166,CB_64499,64499,8604,498,2025-09-22,433.9,duplicate_processing,closed,2025-11-18,0,True,2026-05-27 17:14:06.202831
1167,CB_64525,64525,2965,908,2026-04-29,77.23,duplicate_processing,closed,2026-07-01,2,False,2026-05-27 17:14:06.202831
1168,CB_64594,64594,4377,948,2025-12-15,467.16,duplicate_processing,open,,3,False,2026-05-27 17:14:06.202831
1170,CB_64618,64618,322,58,2025-08-23,11.71,duplicate_processing,lost,2025-09-05,0,True,2026-05-27 17:14:06.202831
1172,CB_64697,64697,3715,700,2025-09-06,43.45,service_not_received,closed,2025-09-06,0,True,2026-05-27 17:14:06.202831
1173,CB_64704,64704,8161,1046,2025-07-18,1313.2,service_not_received,closed,2025-06-24,3,False,2026-05-27 17:14:06.202831
1175,CB_64896,64896,7875,1045,2025-10-15,159.52,service_not_received,lost,2025-11-24,1,False,2026-05-27 17:14:06.202831
1176,CB_64929,64929,3533,1033,2025-05-22,81.86,authorization_issue,open,,0,True,2026-05-27 17:14:06.202831
1178,CB_65048,65048,3064,289,2026-04-25,68.52,authorization_issue,open,2026-04-11,2,False,2026-05-27 17:14:06.202831
1152,CB_63913,63913,7954,166,2026-05-11,-79.68,duplicate_processing,open,2026-05-18,3,False,2026-05-27 17:14:06.202831
1179,CB_65229,65229,5662,971179,2025-12-30,185.83,fraud,open,2026-02-25,1,False,2026-05-27 17:14:06.202831
1171,CB_64652,64652,2088,382,2025-09-26,,service_not_received,open,2025-10-04,3,False,2026-05-27 17:14:06.202831
1158,CB_64271,64271,591,533,2025-07-17,31.14,duplicate_processing,lost,2025-07-23,1,False,2026-05-27 17:14:06.202831
1161,CB_64394,64394,9352,452,2025-07-11,23.06,authorization_issue,won,2025-10-28,0,True,2026-05-27 17:14:06.202831
1169,CB_64612,64612,979,312,2025-02-06,88.78,fraud,lost,2025-06-20,0,True,2026-05-27 17:14:06.202831
1177,CB_64991,64991,7553,489,2025-11-16,36.25,fraud,won,2026-01-28,0,True,2026-05-27 17:14:06.202831
1165,CB_64487,64487,111,1083,2025-08-23,-427.53,fraud,open,2025-09-14,1,False,2026-05-27 17:14:06.202831
1147,CB_63494,63494,6241,77,2025-05-26,22.19,authorization_issue,open,2025-07-10,0,True,2026-05-27 17:14:06.202831
1180,CB_65312,65312,9417,542,2025-06-16,1.1,duplicate_processing,lost,2025-05-16,1,False,2026-05-27 17:14:06.202831
1182,CB_65391,65391,7079,1018,2025-06-06,260.19,authorization_issue,lost,2025-07-06,2,False,2026-05-27 17:14:06.202831
1183,CB_65426,65426,5337,458,2025-06-10,57.32,service_not_received,open,2025-07-06,0,True,2026-05-27 17:14:06.202831
1184,CB_65511,65511,6878,496,2025-09-18,79.96,service_not_received,closed,2025-11-15,0,True,2026-05-27 17:14:06.202831
1185,CB_65530,65530,700,444,2026-02-05,74.65,authorization_issue,open,2026-04-07,2,False,2026-05-27 17:14:06.202831
1187,CB_65595,65595,142,497,2025-10-16,93.33,authorization_issue,open,2025-10-15,1,False,2026-05-27 17:14:06.202831
1188,CB_65602,65602,9969,257,2025-09-03,54.2,service_not_received,lost,2025-10-20,0,True,2026-05-27 17:14:06.202831
1189,CB_65609,65609,2507,452,2026-02-15,10.8,fraud,won,2026-02-06,1,False,2026-05-27 17:14:06.202831
1190,CB_65643,65643,7229,1010,2025-09-07,21.68,duplicate_processing,open,2025-08-19,1,False,2026-05-27 17:14:06.202831
1191,CB_65649,65649,4420,967,2026-02-08,59.99,authorization_issue,closed,2026-02-04,1,False,2026-05-27 17:14:06.202831
1192,CB_65679,65679,5700,20,2025-07-01,5.89,authorization_issue,lost,2025-05-13,1,False,2026-05-27 17:14:06.202831
1193,CB_65685,65685,8480,995,2025-08-31,62.5,service_not_received,open,,2,False,2026-05-27 17:14:06.202831
1194,CB_65890,65890,9098,14,2026-01-23,51.82,duplicate_processing,open,2026-02-07,2,False,2026-05-27 17:14:06.202831
1195,CB_65894,65894,4775,1093,2025-11-09,140.59,authorization_issue,open,2025-11-15,2,False,2026-05-27 17:14:06.202831
1197,CB_65996,65996,1061,171,2025-09-04,46.28,duplicate_processing,open,2025-10-19,2,False,2026-05-27 17:14:06.202831
1198,CB_66244,66244,4454,688,2025-12-10,35.64,duplicate_processing,lost,2026-01-21,0,True,2026-05-27 17:14:06.202831
1200,CB_66303,66303,8054,259,2026-05-08,160.76,duplicate_processing,open,2026-04-23,2,False,2026-05-27 17:14:06.202831
1202,CB_66354,66354,6289,1059,2025-10-28,2.73,service_not_received,lost,2025-12-15,0,True,2026-05-27 17:14:06.202831
1204,CB_66454,66454,1815,683,2025-05-28,350.33,authorization_issue,won,2025-04-28,1,False,2026-05-27 17:14:06.202831
1205,CB_66455,66455,2637,882,2025-12-02,485.57,service_not_received,closed,2025-11-14,1,False,2026-05-27 17:14:06.202831
1206,CB_66528,66528,9258,76,2026-04-04,20.65,fraud,won,2026-05-28,2,False,2026-05-27 17:14:06.202831
1207,CB_66569,66569,4602,18,2025-12-19,99.81,fraud,won,2026-02-22,1,False,2026-05-27 17:14:06.202831
1208,CB_66578,66578,4289,831,2025-07-08,41.73,service_not_received,lost,,2,False,2026-05-27 17:14:06.202831
1210,CB_66698,66698,7916,108,2025-06-01,77.25,duplicate_processing,won,2025-07-21,1,False,2026-05-27 17:14:06.202831
1211,CB_66829,66829,8392,849,2026-01-09,52.53,authorization_issue,closed,2026-04-09,0,True,2026-05-27 17:14:06.202831
1212,CB_66972,66972,6050,531,2025-06-20,135.44,authorization_issue,lost,2025-08-27,2,False,2026-05-27 17:14:06.202831
1213,CB_66987,66987,6806,801,2026-02-25,244.56,authorization_issue,open,2026-03-24,0,True,2026-05-27 17:14:06.202831
1215,CB_67011,67011,6684,765,2025-09-15,37.23,service_not_received,closed,2025-10-01,2,False,2026-05-27 17:14:06.202831
1216,CB_67040,67040,5331,155,2026-04-09,6.21,service_not_received,won,2026-05-23,0,True,2026-05-27 17:14:06.202831
1218,CB_67278,67278,1577,960,2025-09-11,89.45,fraud,lost,,0,True,2026-05-27 17:14:06.202831
1220,CB_67423,67423,6231,850,2025-07-12,70.65,service_not_received,closed,2025-09-13,0,True,2026-05-27 17:14:06.202831
1221,CB_67491,67491,6832,848,2026-03-08,81.74,duplicate_processing,lost,2026-02-05,3,False,2026-05-27 17:14:06.202831
1222,CB_67621,67621,848,148,2025-09-06,1422.85,fraud,lost,,0,True,2026-05-27 17:14:06.202831
1223,CB_67723,67723,9740,742,2025-05-08,46.27,authorization_issue,open,2025-05-20,0,True,2026-05-27 17:14:06.202831
1224,CB_67780,67780,4325,641,2025-12-23,89.23,duplicate_processing,open,2025-11-07,3,False,2026-05-27 17:14:06.202831
1225,CB_67785,67785,2633,1105,2026-02-08,72.93,authorization_issue,lost,2026-02-15,2,False,2026-05-27 17:14:06.202831
1227,CB_67803,67803,849,60,2025-10-16,214.74,service_not_received,lost,2025-12-25,2,False,2026-05-27 17:14:06.202831
1228,CB_67807,67807,6682,785,2026-06-10,95.11,authorization_issue,won,2026-05-15,2,False,2026-05-27 17:14:06.202831
1229,CB_67818,67818,568,256,2025-10-05,17.9,duplicate_processing,won,2025-11-04,1,False,2026-05-27 17:14:06.202831
