alert_id,alert_ref,transaction_id,customer_id,merchant_id,device_id,alert_ts,rule_name,severity,risk_score,alert_status,dq_issue_count,is_valid_record,cleaned_at
5929,ALT_59224_1,59224,1347,242,8166,2025-05-01 23:39:20.078382,repeated_failed_payments,high,91.94,open,0,True,2026-05-27 17:15:33.149438
5930,ALT_59240_1,59240,7400,788,8718,2025-07-07 22:39:20.078382,cross_border_high_risk_merchant,low,75.44,under_review,2,False,2026-05-27 17:15:33.149438
5931,ALT_59254_1,59254,7281,550,4076,2026-03-21 13:39:20.078382,shared_device_many_customers,low,54.26,open,0,True,2026-05-27 17:15:33.149438
5933,ALT_59260_1,59260,1952,1084,8760,2025-05-25 06:39:20.078382,high_chargeback_customer,high,90.7,false_positive,2,False,2026-05-27 17:15:33.149438
5934,ALT_59279_1,59279,2062,591,4345,2025-09-15 02:39:20.078382,cross_border_high_risk_merchant,high,56.05,false_positive,0,True,2026-05-27 17:15:33.149438
5935,ALT_59280_1,59280,8053,173,4425,2025-04-24 06:39:20.078382,merchant_chargeback_spike,medium,70.22,false_positive,2,False,2026-05-27 17:15:33.149438
5936,ALT_59288_1,59288,7396,693,12420,2025-05-10 19:39:20.078382,high_chargeback_customer,high,48.96,under_review,0,True,2026-05-27 17:15:33.149438
5937,ALT_59310_1,59310,1513,57,5573,2025-12-29 01:39:20.078382,cross_border_high_risk_merchant,medium,68.41,false_positive,2,False,2026-05-27 17:15:33.149438
5938,ALT_59342_1,59342,2274,638,4915,2025-10-18 21:39:20.078382,shared_device_many_customers,medium,92.77,resolved,2,False,2026-05-27 17:15:33.149438
5939,ALT_59348_1,59348,613,410,5389,2025-09-28 22:39:20.078382,repeated_failed_payments,medium,31.89,open,0,True,2026-05-27 17:15:33.149438
5940,ALT_59361_1,59361,6577,1115,4468,2025-08-12 00:39:20.078382,cross_border_high_risk_merchant,low,85.28,resolved,0,True,2026-05-27 17:15:33.149438
5941,ALT_59366_1,59366,8227,792,12911,2026-01-09 13:39:20.078382,high_chargeback_customer,low,72.65,resolved,0,True,2026-05-27 17:15:33.149438
5942,ALT_59376_1,59376,757,485,5712,2025-05-20 07:39:20.078382,high_chargeback_customer,high,89.62,under_review,0,True,2026-05-27 17:15:33.149438
5943,ALT_59377_1,59377,4692,218,1787,2025-05-01 12:39:20.078382,cross_border_high_risk_merchant,high,89.56,false_positive,0,True,2026-05-27 17:15:33.149438
5944,ALT_59397_1,59397,8720,860,2331,2025-05-21 09:39:20.078382,shared_device_many_customers,high,32.14,under_review,0,True,2026-05-27 17:15:33.149438
5945,ALT_59398_1,59398,7241,349,516,2025-12-22 02:39:20.078382,repeated_failed_payments,medium,44.84,under_review,0,True,2026-05-27 17:15:33.149438
5946,ALT_59431_1,59431,3972,500,12544,2025-07-07 22:39:20.078382,cross_border_high_risk_merchant,low,82.68,false_positive,0,True,2026-05-27 17:15:33.149438
5947,ALT_59440_1,59440,7025,541,7042,2025-12-05 12:39:20.078382,merchant_chargeback_spike,low,87.07,under_review,0,True,2026-05-27 17:15:33.149438
5948,ALT_59446_1,59446,5132,1015,13120,2025-07-28 21:39:20.078382,merchant_chargeback_spike,medium,54.19,resolved,0,True,2026-05-27 17:15:33.149438
5950,ALT_59470_1,59470,1058,711,4440,2025-11-11 09:39:20.078382,emulator_device_usage,high,43.2,false_positive,3,False,2026-05-27 17:15:33.149438
5951,ALT_59481_1,59481,7043,401,190,2025-11-02 04:39:20.078382,emulator_device_usage,medium,59.15,under_review,0,True,2026-05-27 17:15:33.149438
5953,ALT_59519_1,59519,9062,992,11680,2025-12-10 22:39:20.078382,cross_border_high_risk_merchant,low,73.16,false_positive,0,True,2026-05-27 17:15:33.149438
5955,ALT_59529_1,59529,2539,255,755,2025-11-19 20:39:20.078382,cross_border_high_risk_merchant,high,60.93,open,0,True,2026-05-27 17:15:33.149438
5956,ALT_59551_1,59551,3597,703,10698,2025-12-22 12:39:20.078382,high_chargeback_customer,medium,89.84,false_positive,2,False,2026-05-27 17:15:33.149438
5957,ALT_59568_1,59568,2665,934,14244,2025-10-16 10:39:20.078382,merchant_chargeback_spike,high,84.3,resolved,2,False,2026-05-27 17:15:33.149438
5958,ALT_59570_1,59570,553,520,13471,2025-08-21 22:39:20.078382,emulator_device_usage,medium,37.98,false_positive,0,True,2026-05-27 17:15:33.149438
5959,ALT_59575_1,59575,4997,234,2833,2026-01-27 02:39:20.078382,repeated_failed_payments,medium,90.58,false_positive,0,True,2026-05-27 17:15:33.149438
5960,ALT_59577_1,59577,7458,838,2596,2025-04-24 13:39:20.078382,cross_border_high_risk_merchant,medium,26.79,resolved,2,False,2026-05-27 17:15:33.149438
5961,ALT_59581_1,59581,2757,1144,9463,2025-11-09 10:39:20.078382,repeated_failed_payments,high,66.08,open,0,True,2026-05-27 17:15:33.149438
5963,ALT_59590_1,59590,1122,971,5691,2025-06-04 12:39:20.078382,high_chargeback_customer,low,91.57,resolved,0,True,2026-05-27 17:15:33.149438
5964,ALT_59610_1,59610,7285,126,3854,2025-08-02 23:39:20.078382,cross_border_high_risk_merchant,medium,62.56,open,0,True,2026-05-27 17:15:33.149438
5965,ALT_59624_1,59624,4613,32,7644,2025-07-19 23:39:20.078382,shared_device_many_customers,low,30.3,false_positive,0,True,2026-05-27 17:15:33.149438
5966,ALT_59636_1,59636,1989,213,2258,2025-11-30 19:39:20.078382,emulator_device_usage,high,38.31,false_positive,0,True,2026-05-27 17:15:33.149438
5967,ALT_59654_1,59654,8378,307,13523,2025-08-10 21:39:20.078382,repeated_failed_payments,medium,63.49,open,0,True,2026-05-27 17:15:33.149438
5968,ALT_59667_1,59667,8515,777,7094,2025-07-01 14:39:20.078382,high_chargeback_customer,high,42.19,false_positive,2,False,2026-05-27 17:15:33.149438
5969,ALT_59671_1,59671,5319,492,2720,2025-06-16 09:39:20.078382,shared_device_many_customers,low,25.06,under_review,2,False,2026-05-27 17:15:33.149438
5970,ALT_59674_1,59674,892,328,7267,2025-08-01 16:39:20.078382,repeated_failed_payments,low,80.22,under_review,0,True,2026-05-27 17:15:33.149438
5971,ALT_59696_1,59696,9240,1193,8829,2025-07-08 02:39:20.078382,repeated_failed_payments,medium,40.45,false_positive,2,False,2026-05-27 17:15:33.149438
5972,ALT_59704_1,59704,4716,568,416,2025-09-22 14:39:20.078382,merchant_chargeback_spike,medium,39.63,resolved,0,True,2026-05-27 17:15:33.149438
5973,ALT_59707_1,59707,9635,1002,8465,2026-02-13 00:39:20.078382,cross_border_high_risk_merchant,high,66.71,false_positive,0,True,2026-05-27 17:15:33.149438
5974,ALT_59729_1,59729,4827,628,5200,2026-01-30 22:39:20.078382,shared_device_many_customers,low,32.61,under_review,0,True,2026-05-27 17:15:33.149438
5975,ALT_59732_1,59732,9336,178,14688,2025-05-11 07:39:20.078382,cross_border_high_risk_merchant,medium,52.79,false_positive,0,True,2026-05-27 17:15:33.149438
5976,ALT_59750_1,59750,1320,731,9478,2025-11-23 00:39:20.078382,repeated_failed_payments,high,86.16,false_positive,0,True,2026-05-27 17:15:33.149438
5977,ALT_59757_1,59757,2540,711,14322,2026-03-08 04:39:20.078382,cross_border_high_risk_merchant,low,41.32,open,3,False,2026-05-27 17:15:33.149438
5978,ALT_59761_1,59761,4165,905,6461,2025-07-08 10:39:20.078382,cross_border_high_risk_merchant,medium,22.92,open,0,True,2026-05-27 17:15:33.149438
5979,ALT_59764_1,59764,6268,496,999,2025-05-31 04:39:20.078382,shared_device_many_customers,high,25.56,false_positive,0,True,2026-05-27 17:15:33.149438
5980,ALT_59772_1,59772,1174,369,12259,2025-08-20 13:39:20.078382,repeated_failed_payments,low,83.52,under_review,3,False,2026-05-27 17:15:33.149438
5981,ALT_59776_1,59776,7923,803,13156,2026-02-06 02:39:20.078382,high_chargeback_customer,high,56.82,resolved,0,True,2026-05-27 17:15:33.149438
5982,ALT_59778_1,59778,9014,65,12900,2025-12-13 02:39:20.078382,merchant_chargeback_spike,low,39.45,false_positive,0,True,2026-05-27 17:15:33.149438
5983,ALT_59805_1,59805,6403,15,12645,2026-05-15 11:42:30.330496,high_chargeback_customer,low,30.37,under_review,0,True,2026-05-27 17:15:33.149438
5962,ALT_59586_1,59586,2143,1183,7751,2025-08-02 23:39:20.078382,repeated_failed_payments,medium,28.17,false_positive,0,True,2026-05-27 17:15:33.149438
5932,ALT_59255_1,59255,2581,959,5268,2025-06-05 08:39:20.078382,emulator_device_usage,low,56.08,false_positive,0,True,2026-05-27 17:15:33.149438
5954,ALT_59524_1,59524,3072,651,4721,2025-07-09 00:39:20.078382,high_chargeback_customer,critical,59.21,resolved,0,True,2026-05-27 17:15:33.149438
5984,ALT_59808_1,59808,9155,906,385,2026-03-26 10:39:20.078382,cross_border_high_risk_merchant,medium,51.22,under_review,2,False,2026-05-27 17:15:33.149438
5985,ALT_59827_1,59827,7103,774,6792,2025-09-25 09:39:20.078382,repeated_failed_payments,high,58.37,resolved,2,False,2026-05-27 17:15:33.149438
5986,ALT_59845_1,59845,6909,127,4577,2025-11-01 22:39:20.078382,repeated_failed_payments,high,20.83,under_review,0,True,2026-05-27 17:15:33.149438
5987,ALT_59846_1,59846,6529,918,12072,2025-12-08 16:39:20.078382,merchant_chargeback_spike,medium,93.97,under_review,0,True,2026-05-27 17:15:33.149438
5989,ALT_59873_1,59873,1343,368,6335,2026-01-27 23:39:20.078382,shared_device_many_customers,high,64.01,under_review,2,False,2026-05-27 17:15:33.149438
5990,ALT_59878_1,59878,9349,333,12828,2025-08-07 02:39:20.078382,repeated_failed_payments,high,93.71,false_positive,0,True,2026-05-27 17:15:33.149438
5991,ALT_59880_1,59880,9193,35,10432,2025-10-20 10:39:20.078382,emulator_device_usage,low,64.95,false_positive,0,True,2026-05-27 17:15:33.149438
5993,ALT_59903_1,59903,3807,1143,4907,2025-10-01 04:39:20.078382,shared_device_many_customers,high,78.84,resolved,0,True,2026-05-27 17:15:33.149438
5994,ALT_59910_1,59910,3673,1010,207,2026-01-05 08:39:20.078382,shared_device_many_customers,high,82.66,resolved,0,True,2026-05-27 17:15:33.149438
5995,ALT_59920_1,59920,1477,160,6864,2025-10-17 21:39:20.078382,merchant_chargeback_spike,medium,83.67,false_positive,2,False,2026-05-27 17:15:33.149438
5996,ALT_59940_1,59940,1362,32,6192,2026-04-17 15:39:20.078382,repeated_failed_payments,medium,36.92,false_positive,0,True,2026-05-27 17:15:33.149438
5997,ALT_59948_1,59948,640,340,11339,2025-09-22 18:39:20.078382,emulator_device_usage,low,21.1,open,0,True,2026-05-27 17:15:33.149438
5998,ALT_59984_1,59984,9849,803,461,2025-08-27 05:39:20.078382,repeated_failed_payments,low,45.28,open,0,True,2026-05-27 17:15:33.149438
5999,ALT_59987_1,59987,8586,731,11897,2025-12-10 12:39:20.078382,high_chargeback_customer,high,96.55,under_review,0,True,2026-05-27 17:15:33.149438
6000,ALT_60002_1,60002,2184,357,13387,2025-06-08 22:39:20.078382,merchant_chargeback_spike,low,65.68,open,0,True,2026-05-27 17:15:33.149438
6001,ALT_60024_1,60024,4195,1002,4333,2025-08-01 13:39:20.078382,merchant_chargeback_spike,high,22.81,open,0,True,2026-05-27 17:15:33.149438
6002,ALT_60025_1,60025,3358,851,1512,2025-08-01 01:39:20.078382,merchant_chargeback_spike,medium,58.4,false_positive,0,True,2026-05-27 17:15:33.149438
6003,ALT_60035_1,60035,7306,458,7643,2025-07-21 21:39:20.078382,cross_border_high_risk_merchant,low,56.94,false_positive,1,False,2026-05-27 17:15:33.149438
6004,ALT_60048_1,60048,471,625,9929,2025-09-29 15:39:20.078382,high_chargeback_customer,low,25.27,under_review,0,True,2026-05-27 17:15:33.149438
6005,ALT_60053_1,60053,763,744,12517,2026-03-03 23:39:20.078382,merchant_chargeback_spike,medium,23.77,false_positive,2,False,2026-05-27 17:15:33.149438
6006,ALT_60082_1,60082,4232,99,5866,2025-11-10 18:39:20.078382,merchant_chargeback_spike,low,49.63,open,0,True,2026-05-27 17:15:33.149438
6007,ALT_60084_1,60084,7665,258,1298,2025-09-04 02:39:20.078382,high_chargeback_customer,low,95.79,open,0,True,2026-05-27 17:15:33.149438
6008,ALT_60097_1,60097,2829,687,14114,2025-08-29 10:39:20.078382,cross_border_high_risk_merchant,medium,75.18,false_positive,0,True,2026-05-27 17:15:33.149438
6009,ALT_60099_1,60099,7042,926,5745,2025-11-13 03:39:20.078382,shared_device_many_customers,high,53.12,false_positive,0,True,2026-05-27 17:15:33.149438
6011,ALT_60120_1,60120,9166,49,7580,2026-01-31 08:39:20.078382,high_chargeback_customer,medium,20.56,resolved,0,True,2026-05-27 17:15:33.149438
6012,ALT_60135_1,60135,5628,63,8374,2026-03-29 08:39:20.078382,merchant_chargeback_spike,low,26.6,under_review,0,True,2026-05-27 17:15:33.149438
6013,ALT_60139_1,60139,8275,1101,545,2026-02-23 15:39:20.078382,high_chargeback_customer,medium,45.75,open,0,True,2026-05-27 17:15:33.149438
6014,ALT_60141_1,60141,7416,704,927,2025-07-03 20:39:20.078382,emulator_device_usage,low,83.94,under_review,2,False,2026-05-27 17:15:33.149438
6015,ALT_60150_1,60150,4553,1178,8284,2025-08-05 02:39:20.078382,merchant_chargeback_spike,medium,93.74,false_positive,0,True,2026-05-27 17:15:33.149438
6016,ALT_60156_1,60156,4014,7,3140,2026-04-17 17:39:20.078382,emulator_device_usage,high,67.85,false_positive,0,True,2026-05-27 17:15:33.149438
6017,ALT_60163_1,60163,6982,252,11528,2025-12-10 08:39:20.078382,shared_device_many_customers,low,54.96,under_review,0,True,2026-05-27 17:15:33.149438
6019,ALT_60201_1,60201,8356,189,2623,2025-10-18 07:39:20.078382,repeated_failed_payments,high,68.97,resolved,0,True,2026-05-27 17:15:33.149438
6020,ALT_60223_1,60223,4733,664,14736,2025-12-14 14:39:20.078382,shared_device_many_customers,medium,90.83,false_positive,2,False,2026-05-27 17:15:33.149438
6022,ALT_60263_1,60263,5881,1160,12431,2025-06-01 19:39:20.078382,merchant_chargeback_spike,high,20.01,resolved,0,True,2026-05-27 17:15:33.149438
6023,ALT_60271_1,60271,943,541,1499,2026-03-06 00:39:20.078382,emulator_device_usage,high,26.99,resolved,0,True,2026-05-27 17:15:33.149438
6024,ALT_60279_1,60279,448,23,5039,2025-12-03 13:39:20.078382,merchant_chargeback_spike,high,43.56,open,0,True,2026-05-27 17:15:33.149438
6025,ALT_60293_1,60293,6119,848,11216,2025-04-29 01:39:20.078382,merchant_chargeback_spike,medium,51.51,under_review,2,False,2026-05-27 17:15:33.149438
6026,ALT_60298_1,60298,7759,313,12733,2025-05-03 06:39:20.078382,merchant_chargeback_spike,low,60.91,under_review,0,True,2026-05-27 17:15:33.149438
6028,ALT_60313_1,60313,6358,347,14997,2025-07-04 03:39:20.078382,repeated_failed_payments,high,56.73,open,0,True,2026-05-27 17:15:33.149438
6029,ALT_60318_1,60318,6285,101,4502,2026-01-05 02:39:20.078382,cross_border_high_risk_merchant,high,91.86,false_positive,0,True,2026-05-27 17:15:33.149438
6031,ALT_60331_1,60331,6241,998,7169,2026-01-10 20:39:20.078382,emulator_device_usage,medium,64.06,false_positive,0,True,2026-05-27 17:15:33.149438
6032,ALT_60345_1,60345,8298,734,3481,2026-01-11 19:39:20.078382,merchant_chargeback_spike,medium,79.27,open,2,False,2026-05-27 17:15:33.149438
6033,ALT_60350_1,60350,6345,553,4575,2025-12-16 20:39:20.078382,cross_border_high_risk_merchant,medium,30.53,resolved,0,True,2026-05-27 17:15:33.149438
6034,ALT_60377_1,60377,8959,978,5380,2026-03-03 08:39:20.078382,emulator_device_usage,high,46.37,under_review,0,True,2026-05-27 17:15:33.149438
6035,ALT_60379_1,60379,2105,434,5924,2025-05-19 16:39:20.078382,shared_device_many_customers,medium,42.54,under_review,0,True,2026-05-27 17:15:33.149438
6036,ALT_60383_1,60383,763,799,9912,2025-12-18 23:39:20.078382,merchant_chargeback_spike,high,24.51,open,2,False,2026-05-27 17:15:33.149438
6037,ALT_60396_1,60396,8807,699,4861,2025-05-15 08:39:20.078382,emulator_device_usage,medium,47.21,open,0,True,2026-05-27 17:15:33.149438
6038,ALT_60410_1,60410,7209,306,3315,2025-12-10 01:39:20.078382,emulator_device_usage,high,91.4,false_positive,0,True,2026-05-27 17:15:33.149438
6039,ALT_60424_1,60424,2014,711,2985,2025-10-16 15:39:20.078382,shared_device_many_customers,high,27.8,false_positive,2,False,2026-05-27 17:15:33.149438
6027,ALT_60307_1,60307,3605,1108,4643,2026-03-12 08:39:20.078382,emulator_device_usage,high,96.0,open,0,True,2026-05-27 17:15:33.149438
6021,ALT_60249_1,60249,3269,731,2389,2026-04-07 14:39:20.078382,repeated_failed_payments,medium,30.78,false_positive,0,True,2026-05-27 17:15:33.149438
6018,ALT_60168_1,60168,5931,957,8686,2025-05-06 08:39:20.078382,repeated_failed_payments,low,150.0,false_positive,1,False,2026-05-27 17:15:33.149438
5988,ALT_59871_1,59871,3887,184,8857,2025-05-13 20:39:20.078382,shared_device_many_customers,low,84.01,under_review,2,False,2026-05-27 17:15:33.149438
6010,ALT_60101_1,60101,7007,144,12419,2025-12-19 08:39:20.078382,repeated_failed_payments,high,47.61,under_review,2,False,2026-05-27 17:15:33.149438
6040,ALT_60427_1,60427,2425,195,14688,2025-11-08 23:39:20.078382,merchant_chargeback_spike,low,97.63,resolved,0,True,2026-05-27 17:15:33.149438
6042,ALT_60445_1,60445,4422,1026,12669,2025-09-11 11:39:20.078382,repeated_failed_payments,low,25.3,resolved,2,False,2026-05-27 17:15:33.149438
6043,ALT_60450_1,60450,4926,728,1427,2025-07-07 09:39:20.078382,merchant_chargeback_spike,low,38.57,under_review,0,True,2026-05-27 17:15:33.149438
6044,ALT_60462_1,60462,7935,424,14021,2025-12-24 10:39:20.078382,cross_border_high_risk_merchant,low,80.53,false_positive,0,True,2026-05-27 17:15:33.149438
6045,ALT_60470_1,60470,4591,1015,12759,2026-01-04 12:39:20.078382,repeated_failed_payments,low,51.68,open,0,True,2026-05-27 17:15:33.149438
6046,ALT_60471_1,60471,5237,1080,8147,2025-12-31 16:39:20.078382,merchant_chargeback_spike,low,65.62,under_review,0,True,2026-05-27 17:15:33.149438
6047,ALT_60472_1,60472,9978,874,5799,2025-07-29 16:39:20.078382,emulator_device_usage,medium,53.36,false_positive,0,True,2026-05-27 17:15:33.149438
6048,ALT_60477_1,60477,3649,553,10988,2026-02-16 20:39:20.078382,repeated_failed_payments,low,94.54,false_positive,0,True,2026-05-27 17:15:33.149438
6049,ALT_60495_1,60495,1245,1179,6131,2025-10-09 15:39:20.078382,high_chargeback_customer,high,94.12,resolved,0,True,2026-05-27 17:15:33.149438
6050,ALT_60510_1,60510,398,1109,9500,2026-03-15 19:39:20.078382,repeated_failed_payments,high,84.05,false_positive,2,False,2026-05-27 17:15:33.149438
6051,ALT_60525_1,60525,9752,623,11736,2025-05-20 13:39:20.078382,high_chargeback_customer,high,28.26,under_review,2,False,2026-05-27 17:15:33.149438
6053,ALT_60536_1,60536,6816,394,10500,2025-04-19 01:39:20.078382,shared_device_many_customers,medium,51.38,false_positive,0,True,2026-05-27 17:15:33.149438
6054,ALT_60540_1,60540,2662,473,6960,2025-10-02 08:39:20.078382,shared_device_many_customers,high,66.52,false_positive,0,True,2026-05-27 17:15:33.149438
6055,ALT_60558_1,60558,2731,331,8330,2026-03-23 06:39:20.078382,high_chargeback_customer,high,44.33,false_positive,0,True,2026-05-27 17:15:33.149438
6056,ALT_60577_1,60577,5663,1021,6236,2025-06-01 05:39:20.078382,merchant_chargeback_spike,medium,60.08,open,0,True,2026-05-27 17:15:33.149438
6057,ALT_60587_1,60587,649,239,7682,2025-11-24 16:39:20.078382,merchant_chargeback_spike,high,42.06,resolved,2,False,2026-05-27 17:15:33.149438
6058,ALT_60597_1,60597,654,843,8009,2025-08-19 08:39:20.078382,cross_border_high_risk_merchant,medium,27.33,false_positive,0,True,2026-05-27 17:15:33.149438
6059,ALT_60605_1,60605,9137,766,13854,2025-12-18 02:39:20.078382,emulator_device_usage,low,85.86,resolved,2,False,2026-05-27 17:15:33.149438
6060,ALT_60609_1,60609,3847,362,13175,2025-11-27 23:39:20.078382,cross_border_high_risk_merchant,high,68.5,open,2,False,2026-05-27 17:15:33.149438
6061,ALT_60623_1,60623,8446,1116,14069,2025-12-19 02:39:20.078382,cross_border_high_risk_merchant,medium,25.36,open,0,True,2026-05-27 17:15:33.149438
6062,ALT_60624_1,60624,8863,266,10390,2026-01-20 20:39:20.078382,repeated_failed_payments,medium,73.05,false_positive,3,False,2026-05-27 17:15:33.149438
6063,ALT_60632_1,60632,3059,1097,13815,2025-12-23 08:39:20.078382,emulator_device_usage,low,36.21,resolved,2,False,2026-05-27 17:15:33.149438
6064,ALT_60648_1,60648,3022,1164,6846,2025-06-03 01:39:20.078382,shared_device_many_customers,medium,46.26,resolved,3,False,2026-05-27 17:15:33.149438
6065,ALT_60650_1,60650,1771,576,5324,2025-08-06 06:39:20.078382,shared_device_many_customers,low,71.4,under_review,0,True,2026-05-27 17:15:33.149438
6066,ALT_60655_1,60655,7690,328,8742,2026-02-13 06:39:20.078382,high_chargeback_customer,high,70.68,resolved,0,True,2026-05-27 17:15:33.149438
6067,ALT_60662_1,60662,1188,205,9206,2026-04-10 08:39:20.078382,high_chargeback_customer,medium,44.59,under_review,0,True,2026-05-27 17:15:33.149438
6068,ALT_60670_1,60670,9064,1070,3574,2025-11-06 04:39:20.078382,emulator_device_usage,high,29.72,false_positive,0,True,2026-05-27 17:15:33.149438
6069,ALT_60683_1,60683,6381,302,12392,2025-11-28 01:39:20.078382,merchant_chargeback_spike,low,96.14,resolved,0,True,2026-05-27 17:15:33.149438
6070,ALT_60685_1,60685,7467,159,2086,2025-06-28 10:39:20.078382,merchant_chargeback_spike,medium,93.67,under_review,2,False,2026-05-27 17:15:33.149438
6071,ALT_60691_1,60691,1177,445,3047,2025-07-03 20:39:20.078382,merchant_chargeback_spike,high,61.73,resolved,0,True,2026-05-27 17:15:33.149438
6072,ALT_60716_1,60716,567,376,3653,2025-05-26 14:39:20.078382,high_chargeback_customer,medium,68.03,under_review,2,False,2026-05-27 17:15:33.149438
6073,ALT_60733_1,60733,7370,1180,13279,2025-07-17 00:39:20.078382,high_chargeback_customer,high,41.36,false_positive,0,True,2026-05-27 17:15:33.149438
6074,ALT_60734_1,60734,3412,354,3727,2025-10-14 12:39:20.078382,high_chargeback_customer,low,32.91,false_positive,0,True,2026-05-27 17:15:33.149438
6075,ALT_60742_1,60742,4541,712,11822,2025-07-05 01:39:20.078382,repeated_failed_payments,high,22.72,resolved,0,True,2026-05-27 17:15:33.149438
6078,ALT_60775_1,60775,8214,626,6528,2025-07-24 00:39:20.078382,shared_device_many_customers,low,40.78,resolved,3,False,2026-05-27 17:15:33.149438
6079,ALT_60778_1,60778,114,318,2659,2026-01-22 07:39:20.078382,cross_border_high_risk_merchant,high,29.36,resolved,0,True,2026-05-27 17:15:33.149438
6080,ALT_60779_1,60779,6417,201,7859,2026-01-24 10:39:20.078382,cross_border_high_risk_merchant,low,49.18,open,0,True,2026-05-27 17:15:33.149438
6081,ALT_60797_1,60797,8845,428,9175,2025-05-07 06:39:20.078382,high_chargeback_customer,medium,62.07,false_positive,0,True,2026-05-27 17:15:33.149438
6082,ALT_60809_1,60809,5690,633,5926,2026-02-07 22:39:20.078382,cross_border_high_risk_merchant,medium,86.08,false_positive,0,True,2026-05-27 17:15:33.149438
6083,ALT_60811_1,60811,5441,825,771,2025-11-10 11:39:20.078382,repeated_failed_payments,low,32.82,resolved,0,True,2026-05-27 17:15:33.149438
6084,ALT_60821_1,60821,7865,263,3757,2026-02-21 12:39:20.078382,cross_border_high_risk_merchant,low,53.82,resolved,0,True,2026-05-27 17:15:33.149438
6085,ALT_60822_1,60822,329,227,70,2025-07-16 16:39:20.078382,shared_device_many_customers,low,85.01,false_positive,2,False,2026-05-27 17:15:33.149438
6086,ALT_60826_1,60826,9493,270,12795,2025-09-21 11:39:20.078382,high_chargeback_customer,low,86.23,resolved,0,True,2026-05-27 17:15:33.149438
6087,ALT_60833_1,60833,838,836,1237,2025-05-22 13:39:20.078382,emulator_device_usage,low,55.08,open,0,True,2026-05-27 17:15:33.149438
6088,ALT_60840_1,60840,3281,189,7755,2026-01-23 05:39:20.078382,merchant_chargeback_spike,high,89.72,resolved,0,True,2026-05-27 17:15:33.149438
6089,ALT_60855_1,60855,7800,378,1868,2025-12-08 03:39:20.078382,shared_device_many_customers,high,24.08,open,0,True,2026-05-27 17:15:33.149438
6090,ALT_60864_1,60864,941,661,9846,2025-04-20 09:39:20.078382,high_chargeback_customer,medium,44.51,under_review,0,True,2026-05-27 17:15:33.149438
6091,ALT_60865_1,60865,7234,430,12198,2025-07-02 19:39:20.078382,merchant_chargeback_spike,high,56.18,resolved,0,True,2026-05-27 17:15:33.149438
6092,ALT_60893_1,60893,6948,251,14725,2025-05-29 11:39:20.078382,repeated_failed_payments,high,97.6,resolved,0,True,2026-05-27 17:15:33.149438
6093,ALT_60897_1,60897,8166,189,11727,2025-06-13 03:39:20.078382,repeated_failed_payments,high,54.01,resolved,0,True,2026-05-27 17:15:33.149438
6094,ALT_60900_1,60900,1735,173,4209,2025-12-07 12:39:20.078382,shared_device_many_customers,low,52.94,false_positive,2,False,2026-05-27 17:15:33.149438
6095,ALT_60934_1,60934,2075,504,12814,2025-10-08 18:39:20.078382,emulator_device_usage,high,75.23,under_review,0,True,2026-05-27 17:15:33.149438
6052,ALT_60535_1,60535,3620,804,9507,2025-10-01 10:39:20.078382,repeated_failed_payments,medium,71.4,false_positive,0,True,2026-05-27 17:15:33.149438
6076,ALT_60744_1,60744,3452,1146,2055,2025-12-27 04:39:20.078382,emulator_device_usage,medium,96.31,resolved,2,False,2026-05-27 17:15:33.149438
6097,ALT_60955_1,60955,1628,955,11984,2025-07-21 00:39:20.078382,high_chargeback_customer,medium,20.1,open,0,True,2026-05-27 17:15:33.149438
6098,ALT_60967_1,60967,2924,182,14269,2025-06-20 02:39:20.078382,cross_border_high_risk_merchant,low,29.83,false_positive,0,True,2026-05-27 17:15:33.149438
6099,ALT_60973_1,60973,337,594,12113,2025-08-18 09:39:20.078382,merchant_chargeback_spike,high,81.49,open,0,True,2026-05-27 17:15:33.149438
6100,ALT_60994_1,60994,1713,767,6002,2026-03-14 05:39:20.078382,cross_border_high_risk_merchant,medium,56.38,resolved,0,True,2026-05-27 17:15:33.149438
6101,ALT_60999_1,60999,9678,790,6611,2025-08-24 17:39:20.078382,emulator_device_usage,high,21.15,open,0,True,2026-05-27 17:15:33.149438
6102,ALT_61008_1,61008,6052,1005,3452,2025-06-19 12:39:20.078382,cross_border_high_risk_merchant,low,50.01,false_positive,2,False,2026-05-27 17:15:33.149438
6103,ALT_61014_1,61014,1588,1133,9178,2026-01-31 22:39:20.078382,repeated_failed_payments,medium,68.27,under_review,2,False,2026-05-27 17:15:33.149438
6104,ALT_61020_1,61020,4725,95,9698,2025-08-17 20:39:20.078382,merchant_chargeback_spike,low,41.63,open,0,True,2026-05-27 17:15:33.149438
6106,ALT_61024_1,61024,5097,945,14603,2025-05-10 12:39:20.078382,high_chargeback_customer,medium,42.83,false_positive,0,True,2026-05-27 17:15:33.149438
6107,ALT_61026_1,61026,4724,382,3991,2025-11-14 14:39:20.078382,merchant_chargeback_spike,low,86.38,false_positive,2,False,2026-05-27 17:15:33.149438
6109,ALT_61056_1,61056,6041,1012,2156,2025-08-22 12:39:20.078382,cross_border_high_risk_merchant,high,88.87,under_review,0,True,2026-05-27 17:15:33.149438
6110,ALT_61060_1,61060,117,769,4686,2026-01-10 01:39:20.078382,high_chargeback_customer,high,95.52,under_review,0,True,2026-05-27 17:15:33.149438
