chargeback_id,chargeback_ref,transaction_id,customer_id,merchant_id,chargeback_date,chargeback_amount,chargeback_reason,dispute_status,resolution_date
705,CB_40071,40071,8659,312,2025-08-27,4.69,fraud,won,2025-09-05
706,CB_40125,40125,9273,600,2026-04-12,23.39,duplicate_processing,closed,2026-04-08
707,CB_40135,40135,6721,906,2025-09-13,20.78,authorization_issue,open,
708,CB_40295,40295,9401,112,2025-09-28,46.88,service_not_received,lost,2025-09-28
709,CB_40314,40314,6158,1116,2025-10-10,27.3,authorization_issue,closed,2025-12-04
710,CB_40437,40437,5781,473,2025-05-10,238.54,fraud,open,2025-06-03
711,CB_40469,40469,5785,816,2025-09-24,57.75,service_not_received,lost,2025-10-18
712,CB_40552,40552,7915,638,2025-09-25,5.74,duplicate_processing,won,2025-09-22
714,CB_40584,40584,6100,154,2025-12-03,34.99,fraud,open,
715,CB_40668,40668,2083,279,2026-03-24,21.08,service_not_received,open,2026-04-19
716,CB_40676,40676,2187,220,2026-03-23,451.73,duplicate_processing,lost,2026-05-12
718,CB_40724,40724,4730,1114,2025-12-24,52.34,service_not_received,closed,2025-12-24
719,CB_40732,40732,25,1087,2026-03-31,257.02,authorization_issue,open,2026-05-11
720,CB_40929,40929,2732,374,2026-03-16,7.56,authorization_issue,closed,2026-02-16
721,CB_40935,40935,1165,726,2025-10-23,40.97,authorization_issue,closed,
722,CB_40943,40943,4891,905,2025-08-31,14.42,authorization_issue,closed,2025-09-27
725,CB_41095,41095,4321,740,2025-11-22,29.73,service_not_received,open,
727,CB_41154,41154,3817,411,2026-01-10,198.55,fraud,won,
728,CB_41206,41206,8415,238,2026-04-06,33.49,fraud,closed,2026-06-18
729,CB_41215,41215,5047,1081,2026-04-30,60.68,authorization_issue,open,
730,CB_41245,41245,5817,1127,2026-01-23,81.1,service_not_received,lost,2026-03-15
732,CB_41421,41421,5993,975,2026-03-19,25.29,fraud,open,2026-05-19
733,CB_41450,41450,2393,77,2026-01-11,37.92,fraud,won,2026-02-03
734,CB_41457,41457,5475,110,2026-03-18,85.92,authorization_issue,lost,2026-04-29
735,CB_41479,41479,597,406,2025-12-16,183.81,service_not_received,won,2025-11-27
736,CB_41492,41492,4862,71,2026-02-27,61.58,authorization_issue,won,2026-04-14
737,CB_41602,41602,4919,675,2025-10-18,368.55,fraud,closed,2025-11-21
738,CB_41690,41690,1114,275,2026-04-11,317.36,duplicate_processing,closed,2026-04-28
739,CB_41727,41727,1858,693,2026-02-10,84.48,duplicate_processing,won,2026-04-03
740,CB_41770,41770,2159,409,2025-06-13,93.05,authorization_issue,won,2025-08-14
742,CB_41965,41965,1823,347,2025-07-05,481.31,service_not_received,lost,
744,CB_42150,42150,8796,201,2025-11-22,50.35,fraud,lost,2025-10-25
745,CB_42347,42347,2776,347,2025-10-19,53.95,authorization_issue,closed,2025-12-04
746,CB_42358,42358,6185,682,2025-07-23,76.29,fraud,lost,2025-07-23
747,CB_42405,42405,3400,943,2025-09-06,0.7,duplicate_processing,won,2025-10-21
749,CB_42446,42446,6863,459,2025-09-11,477.38,fraud,closed,
750,CB_42520,42520,2367,1074,2025-05-29,22.15,authorization_issue,closed,2025-08-04
751,CB_42528,42528,843,689,2025-05-17,91.78,service_not_received,won,2025-07-24
752,CB_42552,42552,5769,665,2026-04-21,437.0,authorization_issue,lost,
753,CB_42580,42580,9052,754,2025-11-18,92.23,authorization_issue,closed,
755,CB_42704,42704,6878,792,2025-10-24,221.72,fraud,won,2025-11-16
756,CB_42758,42758,3345,584,2025-11-15,260.05,fraud,open,2026-01-03
758,CB_42902,42902,7796,558,2025-12-04,34.75,service_not_received,closed,2025-12-18
759,CB_42918,42918,3967,216,2026-03-31,290.92,authorization_issue,closed,2026-06-16
760,CB_43008,43008,1150,539,2026-03-17,7.09,service_not_received,closed,
761,CB_43015,43015,6101,1095,2025-07-19,390.36,service_not_received,open,2025-08-26
763,CB_43119,43119,4228,356,2026-03-02,78.93,fraud,open,2026-05-12
766,CB_43323,43323,9098,953,2026-01-06,11.47,authorization_issue,open,2025-11-16
767,CB_43416,43416,9574,32,2026-02-10,13.52,service_not_received,lost,2026-02-21
768,CB_43441,43441,3930,125,2025-05-01,91.28,authorization_issue,lost,2025-07-19
702,CB_39888,39888,960702,935,2025-12-29,12.01,service_not_received,lost,2025-12-29
717,CB_40691,40691,4072,19,2026-01-04,,service_not_received,closed,
757,CB_42786,42786,8708,521,2025-09-15,-30.66,service_not_received,closed,2025-11-28
765,CB_43294,43294,3726,1164,2025-12-19,-316.22,service_not_received,won,
762,CB_43074,43074,6263,900,2025-12-20,40.05,duplicate_processing,open,
713,CB_40576,40576,7381,994,2026-03-29,40.29,Fraud,lost,
741,CB_41921,41921,7436,443,2025-09-02,79.96,Fraud,closed,2025-11-07
748,CB_42440,42440,9503,1135,2025-10-31,194.63,duplicate_processing ,lost,2025-12-14
731,CB_41416,41416,1285,374,2026-03-01,642.04,authorization_issue,Won,2026-01-16
764,CB_43251,43251,7719,592,2026-02-05,494.73,fraud,closed ,2026-03-24
724,CB_41071,41071,9536,8,2026-03-04,30.76,duplicate_processing,open,2026-02-20
770,CB_43530,43530,6974,1119,2025-07-13,26.96,duplicate_processing,closed,2025-07-02
771,CB_43562,43562,6654,287,2026-03-24,72.55,authorization_issue,won,2026-04-04
773,CB_43770,43770,4134,532,2025-08-22,8.79,fraud,won,2025-08-20
774,CB_43796,43796,2908,152,2026-04-03,11.1,service_not_received,won,2026-05-25
775,CB_43962,43962,3664,547,2025-06-21,24.23,service_not_received,lost,2025-06-14
777,CB_43990,43990,9553,1132,2025-05-28,41.61,fraud,open,2025-06-26
780,CB_44084,44084,5246,272,2025-10-04,52.98,duplicate_processing,won,2025-10-15
781,CB_44148,44148,2206,1082,2025-10-06,10.01,duplicate_processing,lost,2025-08-24
782,CB_44217,44217,6236,225,2026-03-28,20.78,duplicate_processing,lost,2026-02-23
783,CB_44221,44221,5152,924,2025-11-02,63.99,authorization_issue,closed,2025-11-10
784,CB_44228,44228,5300,695,2026-05-16,92.28,duplicate_processing,lost,2026-07-02
786,CB_44305,44305,9409,260,2025-09-18,33.14,duplicate_processing,closed,2025-11-08
787,CB_44336,44336,6069,377,2026-05-18,13.57,duplicate_processing,won,
788,CB_44337,44337,1570,539,2025-11-14,64.64,service_not_received,won,2025-11-18
789,CB_44390,44390,5251,865,2025-12-01,29.55,service_not_received,closed,2026-01-09
791,CB_44560,44560,7307,231,2026-04-06,160.29,duplicate_processing,lost,
792,CB_44583,44583,3760,121,2026-03-17,85.05,service_not_received,lost,2026-03-18
793,CB_44596,44596,2571,75,2026-02-16,39.8,authorization_issue,won,2026-02-20
795,CB_44647,44647,744,86,2025-10-11,35.69,service_not_received,lost,
796,CB_44680,44680,3160,1088,2025-11-14,84.7,duplicate_processing,open,2025-11-06
797,CB_44703,44703,5575,560,2025-07-14,198.01,fraud,closed,2025-08-26
798,CB_44705,44705,6948,850,2026-01-22,5.96,authorization_issue,open,2026-01-01
800,CB_44761,44761,2502,785,2026-02-05,291.12,duplicate_processing,open,2026-01-01
801,CB_44782,44782,9312,1173,2026-04-13,337.71,authorization_issue,open,
804,CB_44960,44960,6168,876,2025-12-02,322.87,fraud,closed,2025-12-14
807,CB_45269,45269,6868,810,2025-11-09,82.95,authorization_issue,open,2025-09-23
809,CB_45493,45493,165,189,2025-12-11,97.44,service_not_received,lost,
810,CB_45564,45564,7197,1065,2026-01-29,65.42,authorization_issue,closed,2026-03-06
811,CB_45608,45608,714,18,2025-12-25,358.2,duplicate_processing,closed,
812,CB_45652,45652,6494,1009,2025-08-02,27.97,duplicate_processing,won,2025-07-29
813,CB_45723,45723,9899,579,2025-10-15,31.75,fraud,won,
814,CB_45754,45754,6239,765,2025-10-17,287.18,duplicate_processing,closed,2025-11-22
815,CB_45784,45784,4468,490,2025-07-20,14.85,authorization_issue,open,
817,CB_45881,45881,3070,327,2025-08-10,49.29,fraud,won,2025-08-21
818,CB_45983,45983,4589,702,2025-08-21,97.88,fraud,won,2025-10-24
819,CB_46097,46097,5174,820,2025-11-01,17.15,duplicate_processing,closed,2025-10-23
820,CB_46105,46105,3949,567,2025-08-28,56.9,authorization_issue,closed,2025-08-27
821,CB_46138,46138,9891,984,2025-07-08,309.32,authorization_issue,closed,2025-08-03
822,CB_46188,46188,9438,708,2026-04-21,65.52,service_not_received,open,
824,CB_46269,46269,2121,665,2026-04-19,79.12,duplicate_processing,lost,2026-06-09
825,CB_46436,46436,6803,547,2026-05-19,243.55,service_not_received,closed,2026-07-04
826,CB_46541,46541,3874,446,2026-03-06,67.42,duplicate_processing,lost,2026-04-26
827,CB_46550,46550,1709,780,2025-11-05,87.28,fraud,won,2025-12-09
828,CB_46648,46648,8810,1016,2026-01-08,26.96,authorization_issue,won,2026-01-13
829,CB_46673,46673,787,953,2026-03-22,153.15,duplicate_processing,lost,
830,CB_46696,46696,9111,390,2025-08-25,133.39,authorization_issue,open,2025-08-23
831,CB_46778,46778,7878,725,2025-07-21,358.52,fraud,closed,2025-08-22
832,CB_46792,46792,9037,106,2025-12-02,395.13,service_not_received,lost,2026-02-04
833,CB_46819,46819,8878,9,2026-01-22,23.15,duplicate_processing,open,2025-12-30
834,CB_46917,46917,2777,732,2026-01-15,97.48,fraud,closed,2025-12-15
835,CB_46978,46978,5723,463,2026-03-04,75.64,service_not_received,won,2026-01-30
836,CB_46979,46979,2407,1000,2025-09-29,95.89,authorization_issue,won,2025-10-05
816,CB_45807,45807,960816,387,2026-03-10,44.62,service_not_received,open,2026-03-18
790,CB_44496,44496,6205,1075,2026-01-31,,duplicate_processing,won,2026-01-12
805,CB_45061,45061,6644,1006,2025-12-10,,authorization_issue,lost,2026-01-25
776,CB_43981,43981,8664,947,2025-05-20,-19.66,authorization_issue,lost,2025-07-01
823,CB_46208,46208,3948,380,2026-02-01,-15.4,service_not_received,open,2026-04-01
808,CB_45310,45310,9544,620,2025-07-26,98.68,duplicate_processing ,won,2025-08-12
769,CB_43482,43482,1796,689,2026-01-04,57.14,duplicate_processing,OPEN,
778,CB_44001,44001,5931,492,2026-01-15,118.12,authorization_issue,OPEN,2026-02-03
802,CB_44843,44843,1962,67,2025-07-15,32.89,service_not_received,Won,2025-08-28
803,CB_44866,44866,5058,867,2025-11-19,335.23,duplicate_processing,Won,2025-12-08
785,CB_44283,44283,5030,980,2026-04-28,1122.15,service_not_received,closed ,
779,CB_44058,44058,7840,298,2025-11-16,,service_not_received,won,2025-11-13
837,CB_46985,46985,9633,1116,2025-11-18,28.48,authorization_issue,lost,2025-10-22
838,CB_47128,47128,725,543,2025-09-04,89.29,duplicate_processing,lost,2025-10-21
839,CB_47152,47152,6935,17,2025-12-13,22.65,fraud,won,
840,CB_47289,47289,2174,25,2025-05-27,56.73,authorization_issue,won,2025-07-20
841,CB_47311,47311,6963,16,2025-09-28,73.79,authorization_issue,closed,2025-11-05
842,CB_47325,47325,9790,608,2025-07-31,60.39,authorization_issue,lost,2025-09-19
845,CB_47375,47375,1816,1064,2025-12-26,72.33,fraud,won,
846,CB_47477,47477,5045,868,2025-06-19,389.34,duplicate_processing,closed,
847,CB_47525,47525,6307,45,2025-11-08,147.12,duplicate_processing,lost,
848,CB_47579,47579,478,958,2026-02-09,25.21,duplicate_processing,lost,2026-03-01
850,CB_47756,47756,2056,317,2026-04-09,81.64,authorization_issue,won,2026-04-18
853,CB_47923,47923,8882,508,2025-06-05,72.36,fraud,lost,
855,CB_47977,47977,8341,88,2025-12-14,240.51,duplicate_processing,lost,
858,CB_48068,48068,140,617,2025-07-29,16.04,fraud,open,2025-10-12
859,CB_48166,48166,4835,329,2026-01-14,438.97,duplicate_processing,closed,2026-02-23
860,CB_48220,48220,8129,1110,2025-11-20,57.68,authorization_issue,won,2026-01-27
861,CB_48228,48228,3927,595,2025-09-03,4.93,service_not_received,closed,2025-10-01
863,CB_48443,48443,1520,774,2026-02-11,36.45,authorization_issue,lost,
864,CB_48529,48529,161,378,2026-01-24,71.95,service_not_received,won,2026-02-10
865,CB_48554,48554,9442,475,2025-09-07,69.83,service_not_received,closed,2025-10-19
866,CB_48596,48596,4028,397,2025-07-22,45.34,fraud,won,2025-07-21
867,CB_48638,48638,8647,1012,2026-02-23,446.02,duplicate_processing,open,
868,CB_48675,48675,2562,640,2025-11-21,34.82,authorization_issue,lost,2025-11-24
869,CB_48729,48729,3427,447,2026-03-06,36.17,fraud,closed,2026-03-27
870,CB_48975,48975,1002,597,2026-04-27,344.8,duplicate_processing,won,2026-05-22
871,CB_49060,49060,5423,422,2025-06-30,48.49,fraud,won,2025-06-05
872,CB_49099,49099,2033,1131,2026-01-14,193.89,duplicate_processing,closed,2026-01-24
873,CB_49140,49140,4380,895,2025-07-25,54.52,authorization_issue,closed,2025-07-10
874,CB_49175,49175,7222,1085,2025-10-21,27.3,duplicate_processing,lost,2025-10-26
875,CB_49188,49188,7502,256,2026-05-09,5.56,fraud,open,2026-04-18
876,CB_49206,49206,6785,192,2025-12-20,0.8,fraud,lost,
877,CB_49215,49215,5479,209,2025-06-16,221.97,fraud,closed,2025-07-05
878,CB_49238,49238,4450,919,2025-07-28,76.91,duplicate_processing,won,2025-09-24
879,CB_49257,49257,5586,225,2026-05-04,89.95,service_not_received,closed,2026-06-08
880,CB_49275,49275,2816,502,2026-03-05,88.43,authorization_issue,closed,2026-03-20
881,CB_49308,49308,1506,529,2025-05-11,73.71,service_not_received,open,2025-05-12
882,CB_49362,49362,2417,571,2026-04-19,7.36,service_not_received,open,2026-05-05
883,CB_49433,49433,9799,26,2025-08-12,13.13,authorization_issue,lost,2025-08-06
884,CB_49482,49482,1541,709,2025-05-28,300.83,service_not_received,closed,2025-06-21
886,CB_49507,49507,4391,512,2026-02-07,78.73,authorization_issue,won,2026-01-25
887,CB_49511,49511,9798,1100,2025-10-08,354.22,service_not_received,lost,2025-11-04
888,CB_49570,49570,7538,306,2026-03-08,450.53,authorization_issue,open,2026-04-06
889,CB_49639,49639,8938,636,2025-06-22,71.61,authorization_issue,open,2025-08-08
891,CB_49689,49689,8292,631,2026-03-03,14.18,duplicate_processing,lost,2026-02-25
892,CB_49691,49691,679,622,2025-09-14,62.28,duplicate_processing,closed,
893,CB_49724,49724,3271,483,2025-06-08,49.74,duplicate_processing,closed,2025-07-13
894,CB_49791,49791,9130,847,2025-10-09,368.14,service_not_received,closed,2025-12-02
895,CB_49796,49796,1752,1144,2026-01-11,42.99,service_not_received,open,2026-02-10
896,CB_49847,49847,1916,422,2025-11-28,22.93,service_not_received,won,2025-10-26
897,CB_49855,49855,2847,1103,2025-08-31,323.51,authorization_issue,won,2025-09-15
898,CB_49903,49903,5599,856,2026-01-13,24.01,authorization_issue,closed,2026-02-18
899,CB_49969,49969,284,851,2026-01-29,75.88,duplicate_processing,closed,2026-03-18
900,CB_50076,50076,1742,962,2025-06-15,72.23,duplicate_processing,open,2025-07-01
901,CB_50079,50079,9663,439,2025-12-08,70.67,duplicate_processing,lost,2025-12-05
902,CB_50161,50161,1366,1181,2025-10-22,4.93,fraud,lost,2025-10-16
903,CB_50314,50314,1062,218,2025-11-28,152.19,fraud,closed,2026-01-13
857,CB_48057,48057,3658,970857,2025-08-24,489.36,authorization_issue,won,
849,CB_47710,47710,2514,40,2025-08-18,,duplicate_processing,lost,2025-10-08
854,CB_47945,47945,4038,77,2025-09-03,-87.66,service_not_received,open,2025-08-16
862,CB_48317,48317,5766,609,2025-06-10,-263.21,service_not_received,closed,2025-08-23
890,CB_49654,49654,3526,661,2026-04-22,-7.65,authorization_issue,won,2026-05-20
856,CB_48044,48044,7871,53,2026-02-16,61.26,duplicate_processing,closed,2026-04-26
844,CB_47347,47347,2598,988,2025-11-11,14.52,fraud,OPEN,
852,CB_47858,47858,3956,487,2025-08-22,7.94,authorization_issue,OPEN,
885,CB_49495,49495,4801,209,2025-06-05,15.67,authorization_issue,closed ,
905,CB_50364,50364,3868,79,2026-04-03,428.92,authorization_issue,open,
906,CB_50405,50405,841,24,2026-02-23,52.34,duplicate_processing,lost,2026-03-23
909,CB_50481,50481,5616,399,2026-03-06,99.66,service_not_received,won,2026-04-14
910,CB_50518,50518,8446,37,2025-10-22,369.56,authorization_issue,won,2025-11-03
911,CB_50535,50535,9230,193,2025-10-23,298.83,duplicate_processing,lost,2025-11-17
912,CB_50545,50545,4086,1167,2025-08-14,1944.66,authorization_issue,closed,
913,CB_50597,50597,390,788,2025-08-03,101.58,service_not_received,closed,2025-07-29
914,CB_50618,50618,2442,661,2025-05-30,38.65,fraud,lost,2025-06-15
915,CB_50628,50628,6937,494,2025-05-31,71.01,fraud,open,
916,CB_50714,50714,7312,1109,2025-12-02,28.43,service_not_received,won,2025-12-27
917,CB_50847,50847,8642,344,2025-12-18,0.36,service_not_received,lost,2026-01-17
919,CB_51022,51022,7735,330,2026-02-05,13.41,fraud,closed,2026-02-18
920,CB_51023,51023,9039,630,2025-06-13,32.48,duplicate_processing,won,2025-07-21
921,CB_51148,51148,9964,780,2025-10-30,47.71,service_not_received,lost,
922,CB_51194,51194,1136,995,2026-04-03,8.52,fraud,open,2026-04-13
923,CB_51247,51247,7167,316,2025-05-28,78.18,fraud,open,2025-08-23
924,CB_51325,51325,2658,560,2026-03-06,283.18,fraud,lost,2026-04-23
925,CB_51350,51350,8398,340,2026-05-01,93.65,service_not_received,won,2026-06-04
926,CB_51367,51367,7246,516,2025-05-15,67.43,service_not_received,open,2025-06-07
927,CB_51442,51442,5967,610,2026-03-19,22.69,fraud,closed,2026-02-17
929,CB_51613,51613,1909,212,2026-03-01,320.45,authorization_issue,lost,2026-02-03
930,CB_51654,51654,2953,552,2025-07-06,759.58,service_not_received,open,2025-07-04
931,CB_51689,51689,2710,1001,2026-03-13,484.52,duplicate_processing,open,2026-04-18
932,CB_51695,51695,6633,502,2025-09-17,29.56,authorization_issue,lost,
934,CB_51758,51758,1254,1126,2026-04-23,38.77,duplicate_processing,closed,2026-03-22
935,CB_51769,51769,1343,705,2025-07-17,40.5,service_not_received,lost,2025-08-14
936,CB_51770,51770,1346,102,2026-01-03,68.04,service_not_received,closed,2025-12-13
937,CB_51812,51812,512,981,2025-09-10,99.28,authorization_issue,lost,2025-09-21
938,CB_51863,51863,6574,968,2025-11-20,56.75,fraud,open,
939,CB_51889,51889,1559,394,2026-01-27,60.03,authorization_issue,won,2026-01-05
940,CB_52007,52007,5096,127,2025-05-30,240.32,authorization_issue,lost,2025-06-15
941,CB_52128,52128,807,493,2025-07-27,94.37,duplicate_processing,closed,2025-08-30
942,CB_52163,52163,9378,454,2026-01-11,80.04,duplicate_processing,open,
943,CB_52166,52166,6631,395,2025-12-04,464.69,duplicate_processing,lost,2026-01-07
945,CB_52474,52474,6681,472,2026-02-06,491.38,fraud,open,2026-03-27
946,CB_52548,52548,8644,546,2026-05-11,53.41,authorization_issue,won,2026-05-06
947,CB_52549,52549,4719,138,2025-07-19,75.04,service_not_received,won,
948,CB_52670,52670,7750,56,2025-11-22,26.89,service_not_received,open,2026-02-05
949,CB_52673,52673,4332,108,2025-11-08,446.04,authorization_issue,closed,
950,CB_52810,52810,1466,1000,2025-06-04,0.42,service_not_received,closed,2025-05-15
952,CB_52872,52872,7883,436,2026-04-16,274.13,authorization_issue,won,2026-04-22
953,CB_52893,52893,6827,846,2026-05-21,97.67,fraud,lost,
954,CB_52906,52906,7969,648,2025-07-31,91.63,authorization_issue,lost,
955,CB_52915,52915,7859,816,2026-01-24,43.41,authorization_issue,open,
956,CB_52986,52986,2993,1055,2025-11-13,60.3,service_not_received,lost,2025-12-25
957,CB_53069,53069,1238,525,2026-01-13,22.17,authorization_issue,open,2026-02-03
958,CB_53076,53076,3998,331,2026-05-20,396.43,duplicate_processing,won,2026-04-05
959,CB_53094,53094,8178,3,2025-08-03,423.17,duplicate_processing,lost,2025-08-30
960,CB_53143,53143,2019,643,2025-11-28,60.29,duplicate_processing,lost,
961,CB_53159,53159,1510,771,2025-07-15,45.39,duplicate_processing,won,
962,CB_53202,53202,5164,63,2026-02-08,82.69,authorization_issue,won,2026-03-21
963,CB_53280,53280,5646,9,2025-09-22,5.84,authorization_issue,closed,
964,CB_53285,53285,9308,809,2026-01-10,99.55,authorization_issue,open,
965,CB_53304,53304,7757,155,2026-01-18,13.17,authorization_issue,open,2026-02-09
966,CB_53341,53341,1016,228,2026-05-21,98.86,fraud,open,2026-05-07
967,CB_53397,53397,1533,453,2026-02-12,25.46,fraud,closed,2026-04-09
968,CB_53429,53429,8359,900,2026-05-26,3.02,duplicate_processing,won,2026-05-13
970,CB_53499,53499,5849,318,2026-03-28,445.57,fraud,open,2026-03-11
971,CB_53506,53506,9346,294,2025-07-30,38.24,service_not_received,won,
972,CB_53520,53520,5705,1002,2026-04-10,8.44,fraud,closed,2026-03-23
973,CB_53532,53532,1895,282,2025-09-04,64.82,authorization_issue,lost,2025-10-09
969,CB_53468,53468,753,939,2025-11-26,,authorization_issue,open,2025-11-02
944,CB_52467,52467,1309,889,2025-05-10,-98.1,duplicate_processing,lost,
933,CB_51709,51709,5634,677,2025-06-07,9.01,service_not_received,open,2025-07-15
907,CB_50427,50427,8631,130,2025-12-12,499.4,Fraud,closed,2026-01-05
908,CB_50456,50456,783,601,2025-06-26,95.26,duplicate_processing,OPEN,2025-07-09
928,CB_51489,51489,7592,870,2026-04-07,83.45,authorization_issue,closed,2026-04-02
974,CB_53599,53599,4584,755,2026-01-14,37.81,service_not_received,won,2026-04-11
975,CB_53617,53617,3182,252,2025-05-07,193.78,fraud,closed,2025-07-07
979,CB_54037,54037,7500,591,2026-01-26,20.14,fraud,lost,
980,CB_54109,54109,118,795,2026-03-24,33.86,duplicate_processing,lost,2026-03-28
981,CB_54166,54166,1252,363,2026-02-24,66.99,duplicate_processing,closed,2026-04-25
983,CB_54194,54194,1343,490,2026-01-03,57.2,fraud,won,2026-03-02
984,CB_54251,54251,401,850,2026-03-22,40.03,service_not_received,won,2026-05-01
985,CB_54256,54256,4931,247,2025-08-11,12.06,duplicate_processing,won,2025-09-27
986,CB_54332,54332,6240,1044,2025-05-19,174.29,duplicate_processing,won,2025-06-24
988,CB_54549,54549,3937,836,2025-06-03,75.27,authorization_issue,closed,
989,CB_54715,54715,8734,1161,2025-09-04,5.19,authorization_issue,closed,2025-11-18
990,CB_54737,54737,9364,247,2026-04-27,42.91,service_not_received,closed,2026-05-15
991,CB_54763,54763,9217,220,2026-01-21,84.73,authorization_issue,lost,2025-12-30
993,CB_54915,54915,5788,234,2025-06-17,79.6,fraud,open,
995,CB_54971,54971,5150,1124,2025-05-04,87.73,fraud,closed,
996,CB_55031,55031,1403,407,2026-06-07,46.21,duplicate_processing,closed,2026-06-28
997,CB_55061,55061,3284,189,2026-03-19,268.13,fraud,lost,2026-05-27
998,CB_55076,55076,9789,861,2025-09-05,62.29,service_not_received,closed,2025-08-22
999,CB_55100,55100,8410,17,2026-01-03,54.5,authorization_issue,open,2026-01-28
1000,CB_55135,55135,5724,898,2025-10-31,7.4,service_not_received,won,2026-01-15
1001,CB_55160,55160,4804,577,2026-03-07,90.33,duplicate_processing,lost,2026-03-09
1002,CB_55173,55173,9746,660,2026-03-28,33.54,authorization_issue,won,2026-02-06
1003,CB_55325,55325,7008,670,2026-01-08,51.14,service_not_received,open,2026-01-28
1004,CB_55376,55376,2153,339,2025-09-11,6.31,duplicate_processing,open,2025-09-02
1005,CB_55447,55447,3969,192,2025-07-05,34.0,duplicate_processing,open,2025-06-05
1007,CB_55485,55485,4714,756,2026-02-13,51.42,authorization_issue,open,2026-03-14
1008,CB_55583,55583,8037,488,2025-12-18,8.77,service_not_received,open,2025-12-23
1009,CB_55604,55604,5756,14,2025-05-27,17.62,service_not_received,closed,
1010,CB_55665,55665,5314,471,2025-12-24,77.76,duplicate_processing,won,2026-02-01
1011,CB_55683,55683,367,114,2026-04-19,92.2,service_not_received,won,2026-05-09
1012,CB_55692,55692,2895,546,2025-05-21,66.15,fraud,won,2025-05-20
1013,CB_55797,55797,3997,697,2026-02-07,1.91,fraud,lost,
1014,CB_55823,55823,5004,325,2025-09-17,8.68,duplicate_processing,lost,2025-08-28
1015,CB_55928,55928,5981,925,2026-06-04,40.47,service_not_received,won,2026-05-22
1016,CB_56028,56028,2955,199,2025-06-12,0.32,authorization_issue,lost,2025-07-29
1017,CB_56158,56158,8923,167,2025-12-30,82.0,authorization_issue,lost,2025-12-30
1018,CB_56167,56167,2855,116,2026-01-21,266.63,service_not_received,closed,2025-12-28
1019,CB_56181,56181,4435,929,2026-03-01,52.54,duplicate_processing,open,2026-03-15
1022,CB_56551,56551,948,1145,2025-12-24,56.35,authorization_issue,won,
1023,CB_56570,56570,7385,1170,2025-10-11,33.49,authorization_issue,open,2025-11-30
1024,CB_56636,56636,1006,717,2025-06-17,99.74,service_not_received,lost,2025-07-14
1027,CB_56764,56764,3434,628,2025-06-22,142.75,authorization_issue,closed,2025-06-22
1029,CB_56913,56913,2178,281,2025-06-02,127.5,authorization_issue,closed,2025-08-10
1030,CB_57170,57170,5455,830,2025-10-19,57.36,duplicate_processing,open,
1031,CB_57189,57189,9147,183,2026-03-04,31.47,duplicate_processing,lost,2026-05-08
1032,CB_57197,57197,2045,659,2025-07-08,90.35,duplicate_processing,open,2025-09-03
1033,CB_57224,57224,4978,996,2025-06-20,45.6,fraud,closed,
1034,CB_57256,57256,8358,236,2026-06-01,33.38,service_not_received,open,2026-05-18
1036,CB_57446,57446,7612,612,2026-02-20,374.42,authorization_issue,open,2026-03-25
1037,CB_57524,57524,9053,507,2026-01-12,31.35,authorization_issue,open,
1038,CB_57531,57531,8208,69,2026-01-26,67.99,fraud,won,2026-03-16
1039,CB_57545,57545,3492,950,2025-10-12,96.54,service_not_received,lost,2025-10-08
1041,CB_57586,57586,7482,1095,2025-09-06,303.98,authorization_issue,closed,2025-11-16
1042,CB_57593,57593,4096,132,2026-02-14,188.71,duplicate_processing,closed,2026-03-02
982,CB_54175,54175,960982,147,2026-04-30,52.6,authorization_issue,won,2026-04-29
1025,CB_56683,56683,8677,971025,2026-02-15,41.5,fraud,closed,2026-03-21
977,CB_53768,53768,5152,10,2025-10-30,,fraud,open,2025-12-05
987,CB_54398,54398,3838,449,2025-06-06,,duplicate_processing,lost,
1040,CB_57562,57562,8023,986,2026-02-15,-81.15,authorization_issue,open,2026-01-17
1026,CB_56739,56739,1399,303,2026-02-08,79.38,Fraud,closed,
978,CB_54003,54003,1606,417,2025-11-26,92.38,fraud,OPEN,2025-11-05
1021,CB_56459,56459,7742,950,2026-04-20,64.37,authorization_issue,closed ,2026-06-20
1035,CB_57359,57359,3740,4,2026-02-02,32.0,duplicate_processing,closed ,2026-03-25
994,CB_54954,54954,4984,970994,2025-11-26,359.02,duplicate_processing,lost,2025-11-09
1043,CB_57686,57686,8916,1015,2025-11-01,28.84,service_not_received,won,2025-10-03
1044,CB_57738,57738,5534,1166,2025-12-03,46.58,service_not_received,won,
1045,CB_57776,57776,1204,1031,2025-08-03,343.13,service_not_received,lost,2025-06-11
1046,CB_57802,57802,6641,386,2026-05-05,86.67,authorization_issue,closed,2026-05-03
1047,CB_57865,57865,7056,1127,2025-12-19,13.94,authorization_issue,closed,2026-01-21
1048,CB_58191,58191,8201,1047,2026-01-01,19.28,duplicate_processing,closed,2025-11-23
1049,CB_58192,58192,7976,852,2026-04-24,22.13,service_not_received,open,2026-04-27
1050,CB_58278,58278,5448,737,2026-04-15,55.24,authorization_issue,open,2026-06-20
1051,CB_58290,58290,7320,825,2025-09-11,20.42,authorization_issue,lost,
1052,CB_58394,58394,3328,142,2025-10-10,40.2,fraud,closed,2025-12-09
1053,CB_58524,58524,5071,1144,2026-02-04,2.82,fraud,lost,2026-04-05
