device_id,device_ref,customer_id,device_type,os_name,app_version,is_emulator,first_seen_at,last_seen_at,country_code,ip_country_code
8949,DEV_8949,4851,mobile,Windows,v1.0,False,2024-06-22 07:31:40.479076,2026-03-21 07:31:40.479076,US,SG
8950,DEV_8950,2686,mobile,MacOS,v1.6,False,2025-10-27 07:31:40.479076,2026-04-05 07:31:40.479076,AU,SG
8951,DEV_8951,2988,tablet,Android,v3.9,False,2025-06-12 07:31:40.479076,2026-04-12 07:31:40.479076,AU,SG
8952,DEV_8952,3873,mobile,Android,v1.9,False,2025-12-22 07:31:40.479076,2026-04-14 07:31:40.479076,GB,GB
8953,DEV_8953,7667,desktop,iOS,v2.1,False,2025-03-09 07:31:40.479076,2026-03-26 07:31:40.479076,AU,SG
8954,DEV_8954,1780,desktop,iOS,v1.7,False,2025-01-25 07:31:40.479076,2026-03-20 07:31:40.479076,GB,GB
8955,DEV_8955,2990,desktop,Windows,v4.4,False,2026-03-16 07:31:40.479076,2026-03-29 07:31:40.479076,SG,AU
8956,DEV_8956,2928,mobile,MacOS,v3.2,False,2025-08-17 07:31:40.479076,2026-04-15 07:31:40.479076,SG,SG
8957,DEV_8957,6634,mobile,iOS,v1.3,False,2025-09-03 07:31:40.479076,2026-04-03 07:31:40.479076,SG,AU
8958,DEV_8958,3686,mobile,Android,v2.7,False,2026-03-27 07:31:40.479076,2026-04-01 07:31:40.479076,US,IN
8959,DEV_8959,7276,desktop,iOS,v2.5,True,2025-05-29 07:31:40.479076,2026-03-18 07:31:40.479076,GB,GB
8960,DEV_8960,7872,tablet,iOS,v2.2,False,2026-04-01 07:31:40.479076,2026-03-29 07:31:40.479076,AU,AU
8961,DEV_8961,6901,tablet,MacOS,v1.0,False,2025-03-07 07:31:40.479076,2026-03-22 07:31:40.479076,AU,GB
8962,DEV_8962,9546,mobile,iOS,v5.8,False,2025-10-12 07:31:40.479076,2026-03-21 07:31:40.479076,SG,AU
8963,DEV_8963,4379,desktop,MacOS,v4.9,False,2025-11-15 07:31:40.479076,2026-03-20 07:31:40.479076,AU,IN
8965,DEV_8965,1703,desktop,iOS,v3.7,False,2025-04-18 07:31:40.479076,2026-03-31 07:31:40.479076,IN,IN
8966,DEV_8966,7345,desktop,Windows,v5.3,False,2026-01-18 07:31:40.479076,2026-04-01 07:31:40.479076,AU,IN
8967,DEV_8967,8855,desktop,Windows,v1.1,True,2024-12-14 07:31:40.479076,2026-03-25 07:31:40.479076,SG,IN
8969,DEV_8969,1188,desktop,iOS,v1.4,False,2025-04-22 07:31:40.479076,2026-04-11 07:31:40.479076,IN,IN
8970,DEV_8970,5411,tablet,Windows,v2.0,False,2025-06-02 07:31:40.479076,2026-03-25 07:31:40.479076,SG,SG
8971,DEV_8971,9424,desktop,Android,v2.9,False,2026-03-26 07:31:40.479076,2026-04-07 07:31:40.479076,US,SG
8972,DEV_8972,3524,desktop,Android,v1.9,False,2026-01-01 07:31:40.479076,2026-03-22 07:31:40.479076,SG,GB
8973,DEV_8973,8435,desktop,iOS,v1.4,False,2024-12-19 07:31:40.479076,2026-04-04 07:31:40.479076,SG,US
8974,DEV_8974,1976,mobile,MacOS,v1.7,False,2024-05-28 07:31:40.479076,2026-04-05 07:31:40.479076,GB,SG
8975,DEV_8975,9169,mobile,iOS,v3.6,False,2025-12-29 07:31:40.479076,2026-04-13 07:31:40.479076,US,GB
8977,DEV_8977,5411,desktop,iOS,v4.4,False,2024-09-13 07:31:40.479076,2026-04-04 07:31:40.479076,AU,SG
8978,DEV_8978,9948,mobile,Windows,v2.6,False,2025-05-20 07:31:40.479076,2026-04-01 07:31:40.479076,AU,GB
8979,DEV_8979,1956,desktop,Windows,v1.8,False,2025-10-25 07:31:40.479076,2026-03-22 07:31:40.479076,IN,GB
8980,DEV_8980,20,mobile,MacOS,v2.0,True,2024-12-09 07:31:40.479076,2026-03-29 07:31:40.479076,IN,SG
8981,DEV_8981,2299,mobile,Android,v3.3,False,2025-06-14 07:31:40.479076,2026-03-30 07:31:40.479076,US,US
8982,DEV_8982,2607,desktop,Windows,v4.8,False,2025-11-05 07:31:40.479076,2026-04-03 07:31:40.479076,SG,IN
8983,DEV_8983,2254,desktop,MacOS,v4.7,False,2026-04-05 07:31:40.479076,2026-04-13 07:31:40.479076,SG,SG
8984,DEV_8984,7229,mobile,iOS,v5.6,False,2024-12-23 07:31:40.479076,2026-03-28 07:31:40.479076,US,SG
8985,DEV_8985,7354,desktop,MacOS,v4.0,False,2024-12-19 07:31:40.479076,2026-03-24 07:31:40.479076,SG,AU
8986,DEV_8986,9093,desktop,Android,v4.0,False,2025-08-29 07:31:40.479076,2026-04-07 07:31:40.479076,IN,AU
8987,DEV_8987,6499,desktop,Android,v3.6,False,2025-02-03 07:31:40.479076,2026-04-07 07:31:40.479076,GB,US
8988,DEV_8988,5205,mobile,iOS,v3.9,False,2024-11-18 07:31:40.479076,2026-04-13 07:31:40.479076,GB,AU
8989,DEV_8989,8636,desktop,Android,v5.4,False,2024-08-30 07:31:40.479076,2026-03-18 07:31:40.479076,US,US
8990,DEV_8990,8006,mobile,MacOS,v2.5,False,2024-10-24 07:31:40.479076,2026-03-21 07:31:40.479076,GB,US
8991,DEV_8991,5731,tablet,Android,v3.9,False,2024-08-07 07:31:40.479076,2026-03-31 07:31:40.479076,AU,GB
8992,DEV_8992,540,mobile,MacOS,v4.3,False,2025-06-20 07:31:40.479076,2026-03-27 07:31:40.479076,GB,AU
8993,DEV_8993,1948,desktop,iOS,v3.8,False,2024-10-27 07:31:40.479076,2026-04-03 07:31:40.479076,GB,US
8994,DEV_8994,5471,mobile,MacOS,v1.4,False,2026-02-08 07:31:40.479076,2026-03-24 07:31:40.479076,SG,AU
8995,DEV_8995,7342,tablet,Windows,v1.9,False,2024-10-28 07:31:40.479076,2026-03-19 07:31:40.479076,IN,US
8996,DEV_8996,2064,mobile,iOS,v3.5,False,2025-06-13 07:31:40.479076,2026-04-07 07:31:40.479076,AU,IN
8997,DEV_8997,9564,mobile,MacOS,v3.8,False,2024-10-31 07:31:40.479076,2026-03-23 07:31:40.479076,SG,AU
8998,DEV_8998,9107,mobile,MacOS,v5.8,False,2024-11-21 07:31:40.479076,2026-04-14 07:31:40.479076,US,US
8999,DEV_8999,8112,desktop,Windows,v4.4,True,2024-12-24 07:31:40.479076,2026-04-02 07:31:40.479076,SG,US
8948,DEV_8948,4341,desktop,windows ,v3.4,False,2024-12-14 07:31:40.479076,2026-03-29 07:31:40.479076,US,SG
8968,DEV_8968,6954,desktop,windows ,v1.5,False,2024-10-08 07:31:40.479076,2026-03-23 07:31:40.479076,US,IN
8926,DEV_8926,3808,desktop,MacOS,,False,2024-10-21 07:31:40.479076,2026-03-26 07:31:40.479076,SG,IN
8941,DEV_8941,5810,tablet,Android,,False,2026-03-20 07:31:40.479076,2026-04-11 07:31:40.479076,AU,GB
8976,DEV_8976,6458,tablet,iOS,v1.6,False,2026-03-31 07:31:40.479076,2026-03-26 07:31:40.479076,IN,GB
9000,DEV_9000,9702,mobile,iOS,v4.4,False,2024-07-06 07:31:40.479076,2026-03-28 07:31:40.479076,US,IN
9001,DEV_9001,3147,mobile,Windows,v2.5,False,2025-08-26 07:31:40.479076,2026-03-30 07:31:40.479076,US,SG
9002,DEV_9002,771,mobile,Windows,v2.2,True,2025-01-13 07:31:40.479076,2026-03-28 07:31:40.479076,SG,US
9003,DEV_9003,4208,desktop,Android,v2.1,False,2025-09-18 07:31:40.479076,2026-03-24 07:31:40.479076,SG,SG
9004,DEV_9004,9035,mobile,MacOS,v2.0,False,2025-09-15 07:31:40.479076,2026-03-22 07:31:40.479076,GB,GB
9005,DEV_9005,9432,tablet,Windows,v3.1,False,2025-07-27 07:31:40.479076,2026-04-07 07:31:40.479076,IN,GB
9006,DEV_9006,82,tablet,Android,v4.1,False,2024-05-03 07:31:40.479076,2026-03-20 07:31:40.479076,AU,US
9007,DEV_9007,5127,tablet,MacOS,v5.9,False,2024-05-15 07:31:40.479076,2026-04-13 07:31:40.479076,AU,AU
9008,DEV_9008,9425,desktop,Windows,v5.3,False,2025-02-10 07:31:40.479076,2026-03-18 07:31:40.479076,GB,IN
9009,DEV_9009,4576,tablet,MacOS,v3.2,False,2026-02-05 07:31:40.479076,2026-03-21 07:31:40.479076,IN,US
9010,DEV_9010,3313,desktop,Android,v1.7,False,2024-05-20 07:31:40.479076,2026-04-15 07:31:40.479076,SG,US
9011,DEV_9011,5925,tablet,Android,v3.9,False,2025-06-13 07:31:40.479076,2026-04-02 07:31:40.479076,US,GB
9013,DEV_9013,3881,tablet,iOS,v2.2,False,2024-12-13 07:31:40.479076,2026-04-03 07:31:40.479076,GB,GB
9014,DEV_9014,531,desktop,Windows,v1.6,False,2025-03-31 07:31:40.479076,2026-04-14 07:31:40.479076,US,US
9015,DEV_9015,8811,tablet,Windows,v3.5,False,2024-06-10 07:31:40.479076,2026-04-06 07:31:40.479076,SG,IN
9016,DEV_9016,1311,tablet,Windows,v2.2,True,2025-09-30 07:31:40.479076,2026-04-11 07:31:40.479076,GB,US
9017,DEV_9017,6076,desktop,MacOS,v1.7,False,2025-06-12 07:31:40.479076,2026-04-15 07:31:40.479076,SG,US
9018,DEV_9018,5372,tablet,iOS,v4.4,False,2024-04-29 07:31:40.479076,2026-04-16 07:31:40.479076,SG,SG
9019,DEV_9019,3026,desktop,iOS,v3.9,False,2025-11-01 07:31:40.479076,2026-04-04 07:31:40.479076,IN,IN
9020,DEV_9020,2424,tablet,Windows,v2.5,False,2024-06-23 07:31:40.479076,2026-04-03 07:31:40.479076,SG,US
9021,DEV_9021,9574,mobile,Windows,v2.5,False,2025-06-05 07:31:40.479076,2026-03-22 07:31:40.479076,SG,AU
9022,DEV_9022,6971,tablet,Windows,v1.6,True,2025-07-11 07:31:40.479076,2026-04-03 07:31:40.479076,AU,US
9023,DEV_9023,5057,mobile,Windows,v2.9,False,2024-07-13 07:31:40.479076,2026-04-11 07:31:40.479076,GB,IN
9024,DEV_9024,4754,mobile,Android,v4.3,False,2025-01-19 07:31:40.479076,2026-04-15 07:31:40.479076,IN,GB
9025,DEV_9025,441,mobile,iOS,v2.5,False,2024-12-18 07:31:40.479076,2026-04-10 07:31:40.479076,IN,SG
9026,DEV_9026,532,mobile,MacOS,v1.6,False,2025-01-11 07:31:40.479076,2026-03-26 07:31:40.479076,GB,IN
9027,DEV_9027,9079,mobile,Android,v1.4,False,2024-04-18 07:31:40.479076,2026-04-17 07:31:40.479076,GB,AU
9028,DEV_9028,6808,mobile,iOS,v4.7,False,2024-11-22 07:31:40.479076,2026-04-08 07:31:40.479076,AU,SG
9029,DEV_9029,9328,tablet,iOS,v4.2,False,2025-10-20 07:31:40.479076,2026-04-06 07:31:40.479076,IN,GB
9030,DEV_9030,2817,desktop,Windows,v5.4,False,2026-02-16 07:31:40.479076,2026-04-08 07:31:40.479076,SG,SG
9031,DEV_9031,5371,desktop,Windows,v3.9,False,2024-05-08 07:31:40.479076,2026-04-16 07:31:40.479076,GB,US
9034,DEV_9034,4618,desktop,Android,v2.0,False,2024-12-28 07:31:40.479076,2026-03-20 07:31:40.479076,AU,AU
9035,DEV_9035,758,mobile,iOS,v4.5,False,2024-11-28 07:31:40.479076,2026-03-25 07:31:40.479076,US,US
9036,DEV_9036,8764,mobile,iOS,v1.5,False,2026-03-02 07:31:40.479076,2026-03-30 07:31:40.479076,SG,SG
9037,DEV_9037,8518,tablet,Windows,v3.6,False,2025-10-24 07:31:40.479076,2026-04-04 07:31:40.479076,GB,GB
9038,DEV_9038,848,mobile,iOS,v3.5,False,2024-12-23 07:31:40.479076,2026-03-21 07:31:40.479076,AU,SG
9039,DEV_9039,704,tablet,Android,v1.8,False,2025-09-27 07:31:40.479076,2026-03-29 07:31:40.479076,GB,SG
9040,DEV_9040,9581,mobile,MacOS,v5.8,False,2025-12-20 07:31:40.479076,2026-04-12 07:31:40.479076,GB,SG
9041,DEV_9041,7142,desktop,Android,v3.6,False,2025-04-20 07:31:40.479076,2026-04-04 07:31:40.479076,SG,AU
9042,DEV_9042,9485,mobile,Android,v3.2,False,2026-04-15 07:31:40.479076,2026-04-03 07:31:40.479076,GB,GB
9043,DEV_9043,7123,mobile,Windows,v3.6,False,2026-02-04 07:31:40.479076,2026-03-25 07:31:40.479076,US,AU
9044,DEV_9044,4141,mobile,Windows,v5.2,False,2025-02-17 07:31:40.479076,2026-03-26 07:31:40.479076,SG,GB
9045,DEV_9045,4019,desktop,Windows,v2.8,False,2025-08-13 07:31:40.479076,2026-04-15 07:31:40.479076,US,US
9046,DEV_9046,9777,mobile,Android,v5.8,False,2025-03-17 07:31:40.479076,2026-04-05 07:31:40.479076,GB,AU
9047,DEV_9047,8889,desktop,MacOS,v5.0,False,2025-08-28 07:31:40.479076,2026-03-18 07:31:40.479076,IN,US
9048,DEV_9048,4147,mobile,Windows,v4.0,False,2025-12-06 07:31:40.479076,2026-04-15 07:31:40.479076,IN,AU
9049,DEV_9049,7929,desktop,iOS,v3.0,False,2025-07-14 07:31:40.479076,2026-03-25 07:31:40.479076,IN,SG
9050,DEV_9050,1684,tablet,Android,v1.0,True,2025-12-29 07:31:40.479076,2026-03-30 07:31:40.479076,US,AU
9051,DEV_9051,1494,tablet,MacOS,v1.3,False,2025-01-18 07:31:40.479076,2026-04-11 07:31:40.479076,SG,AU
9052,DEV_9052,9920,desktop,MacOS,v3.9,False,2026-03-24 07:31:40.479076,2026-03-20 07:31:40.479076,AU,IN
9053,DEV_9053,4205,tablet,Android,v4.9,False,2025-01-02 07:31:40.479076,2026-03-19 07:31:40.479076,AU,US
9054,DEV_9054,4577,desktop,Android,v3.9,False,2025-07-12 07:31:40.479076,2026-03-26 07:31:40.479076,IN,AU
9055,DEV_9055,7734,tablet,MacOS,v3.6,False,2024-08-05 07:31:40.479076,2026-04-10 07:31:40.479076,AU,AU
9056,DEV_9056,8081,mobile,Windows,v1.6,False,2025-09-30 07:31:40.479076,2026-03-18 07:31:40.479076,SG,US
9057,DEV_9057,968,desktop,Windows,v5.8,False,2025-12-15 07:31:40.479076,2026-03-22 07:31:40.479076,SG,GB
9058,DEV_9058,7551,tablet,Windows,v4.6,False,2026-02-14 07:31:40.479076,2026-03-25 07:31:40.479076,IN,IN
9059,DEV_9059,3854,tablet,Android,v3.3,False,2025-05-27 07:31:40.479076,2026-04-06 07:31:40.479076,GB,IN
9060,DEV_9060,6177,mobile,iOS,v4.0,False,2024-11-24 07:31:40.479076,2026-04-02 07:31:40.479076,AU,GB
9061,DEV_9061,6198,tablet,Android,v1.1,False,2026-01-27 07:31:40.479076,2026-04-02 07:31:40.479076,SG,AU
9062,DEV_9062,7392,desktop,MacOS,v3.4,False,2026-01-05 07:31:40.479076,2026-04-07 07:31:40.479076,AU,GB
9063,DEV_9063,8821,tablet,MacOS,v3.3,False,2025-04-02 07:31:40.479076,2026-04-01 07:31:40.479076,AU,SG
9064,DEV_9064,1608,mobile,MacOS,v5.4,False,2025-09-02 07:31:40.479076,2026-04-09 07:31:40.479076,IN,IN
9065,DEV_9065,6107,tablet,Android,v4.0,False,2025-06-15 07:31:40.479076,2026-04-08 07:31:40.479076,IN,AU
9066,DEV_9066,9658,desktop,iOS,v3.2,False,2026-03-04 07:31:40.479076,2026-04-17 07:31:40.479076,AU,SG
9067,DEV_9067,6870,tablet,MacOS,v2.9,False,2024-06-16 07:31:40.479076,2026-04-11 07:31:40.479076,IN,AU
9068,DEV_9068,7946,mobile,Android,v3.1,False,2025-08-30 07:31:40.479076,2026-04-16 07:31:40.479076,IN,AU
9069,DEV_9069,2266,mobile,Windows,v2.7,False,2025-02-17 07:31:40.479076,2026-04-09 07:31:40.479076,GB,SG
9070,DEV_9070,7223,desktop,Android,v4.2,False,2025-06-12 07:31:40.479076,2026-04-02 07:31:40.479076,SG,GB
9071,DEV_9071,8033,mobile,iOS,v2.8,False,2024-12-14 07:31:40.479076,2026-04-07 07:31:40.479076,GB,SG
9072,DEV_9072,5849,mobile,MacOS,v2.6,False,2026-03-30 07:31:40.479076,2026-04-13 07:31:40.479076,US,US
9073,DEV_9073,7679,tablet,iOS,v4.2,False,2025-10-12 07:31:40.479076,2026-04-04 07:31:40.479076,US,US
9074,DEV_9074,8802,tablet,Windows,v2.9,False,2025-10-28 07:31:40.479076,2026-04-16 07:31:40.479076,AU,AU
9032,DEV_9032,8320,mobile,ANDROID,v1.5,False,2024-11-04 07:31:40.479076,2026-03-25 07:31:40.479076,SG,US
9075,DEV_9075,5516,tablet,iOS,v3.6,False,2025-09-06 07:31:40.479076,2026-03-30 07:31:40.479076,US,SG
9076,DEV_9076,2862,desktop,MacOS,v4.7,False,2025-12-07 07:31:40.479076,2026-04-02 07:31:40.479076,GB,GB
9077,DEV_9077,1963,tablet,iOS,v1.5,False,2025-01-09 07:31:40.479076,2026-04-13 07:31:40.479076,SG,IN
9078,DEV_9078,5793,mobile,MacOS,v2.5,False,2024-07-23 07:31:40.479076,2026-04-07 07:31:40.479076,GB,US
9079,DEV_9079,3667,desktop,Android,v4.5,False,2025-06-12 07:31:40.479076,2026-03-19 07:31:40.479076,SG,US
9080,DEV_9080,7329,tablet,iOS,v1.1,True,2024-10-22 07:31:40.479076,2026-04-15 07:31:40.479076,IN,SG
9081,DEV_9081,7012,mobile,iOS,v4.5,False,2024-10-07 07:31:40.479076,2026-04-17 07:31:40.479076,GB,US
9082,DEV_9082,6112,tablet,MacOS,v1.7,False,2024-09-12 07:31:40.479076,2026-04-15 07:31:40.479076,SG,AU
9083,DEV_9083,2176,desktop,iOS,v4.9,False,2025-11-07 07:31:40.479076,2026-04-09 07:31:40.479076,IN,GB
9085,DEV_9085,1742,desktop,Android,v5.7,False,2025-10-28 07:31:40.479076,2026-04-15 07:31:40.479076,AU,AU
9086,DEV_9086,8137,desktop,MacOS,v5.0,False,2026-02-02 07:31:40.479076,2026-03-19 07:31:40.479076,AU,IN
9087,DEV_9087,4684,desktop,MacOS,v4.5,True,2026-01-14 07:31:40.479076,2026-03-25 07:31:40.479076,GB,GB
9088,DEV_9088,5534,mobile,Android,v1.7,False,2026-02-09 07:31:40.479076,2026-04-09 07:31:40.479076,GB,GB
9089,DEV_9089,2447,desktop,iOS,v5.6,False,2025-06-02 07:31:40.479076,2026-03-24 07:31:40.479076,IN,SG
9090,DEV_9090,61,mobile,Android,v2.5,False,2026-01-16 07:31:40.479076,2026-04-02 07:31:40.479076,IN,US
9092,DEV_9092,340,mobile,MacOS,v1.4,False,2024-09-17 07:31:40.479076,2026-04-10 07:31:40.479076,US,GB
9093,DEV_9093,3150,desktop,Android,v2.8,False,2024-08-01 07:31:40.479076,2026-04-09 07:31:40.479076,GB,GB
9094,DEV_9094,6085,mobile,Windows,v2.4,False,2024-11-12 07:31:40.479076,2026-03-28 07:31:40.479076,GB,AU
9096,DEV_9096,2655,desktop,Android,v4.1,False,2025-03-03 07:31:40.479076,2026-04-04 07:31:40.479076,GB,SG
9097,DEV_9097,6775,tablet,Windows,v5.8,True,2025-02-27 07:31:40.479076,2026-04-08 07:31:40.479076,US,AU
9098,DEV_9098,4492,desktop,Windows,v5.2,False,2025-04-03 07:31:40.479076,2026-04-16 07:31:40.479076,AU,AU
9099,DEV_9099,6451,mobile,MacOS,v3.3,False,2024-10-19 07:31:40.479076,2026-04-02 07:31:40.479076,IN,IN
9100,DEV_9100,2038,tablet,Windows,v2.8,False,2024-12-13 07:31:40.479076,2026-04-01 07:31:40.479076,GB,GB
9101,DEV_9101,995,desktop,Windows,v3.6,True,2025-04-13 07:31:40.479076,2026-04-01 07:31:40.479076,GB,GB
9102,DEV_9102,3181,mobile,Android,v4.1,False,2025-07-24 07:31:40.479076,2026-04-13 07:31:40.479076,GB,GB
9103,DEV_9103,1680,desktop,iOS,v5.1,False,2025-12-23 07:31:40.479076,2026-04-06 07:31:40.479076,AU,GB
9104,DEV_9104,2316,tablet,iOS,v4.5,False,2025-07-30 07:31:40.479076,2026-04-12 07:31:40.479076,IN,US
9105,DEV_9105,3407,desktop,Android,v4.5,False,2024-06-01 07:31:40.479076,2026-04-07 07:31:40.479076,IN,US
9107,DEV_9107,777,tablet,iOS,v2.9,False,2026-02-22 07:31:40.479076,2026-04-05 07:31:40.479076,IN,IN
9108,DEV_9108,7523,tablet,Android,v3.9,False,2026-01-28 07:31:40.479076,2026-04-12 07:31:40.479076,US,IN
9109,DEV_9109,4811,mobile,Windows,v5.4,False,2025-08-18 07:31:40.479076,2026-03-25 07:31:40.479076,AU,IN
9110,DEV_9110,1604,mobile,Windows,v3.6,False,2025-05-20 07:31:40.479076,2026-03-21 07:31:40.479076,IN,IN
9111,DEV_9111,8477,tablet,iOS,v2.6,False,2025-11-03 07:31:40.479076,2026-04-15 07:31:40.479076,AU,US
9112,DEV_9112,89,tablet,Android,v5.6,False,2024-05-29 07:31:40.479076,2026-04-07 07:31:40.479076,US,US
9113,DEV_9113,5154,desktop,iOS,v4.1,False,2024-07-26 07:31:40.479076,2026-04-06 07:31:40.479076,IN,GB
9114,DEV_9114,9079,mobile,MacOS,v1.4,False,2024-09-07 07:31:40.479076,2026-04-01 07:31:40.479076,US,US
9115,DEV_9115,2242,desktop,iOS,v2.8,False,2026-02-28 07:31:40.479076,2026-03-21 07:31:40.479076,IN,GB
9116,DEV_9116,9741,desktop,iOS,v5.7,False,2025-08-17 07:31:40.479076,2026-03-23 07:31:40.479076,AU,IN
9117,DEV_9117,5282,mobile,Windows,v4.1,False,2024-10-21 07:31:40.479076,2026-04-01 07:31:40.479076,US,AU
9118,DEV_9118,7184,mobile,MacOS,v5.6,False,2025-03-16 07:31:40.479076,2026-03-21 07:31:40.479076,GB,IN
9119,DEV_9119,8742,mobile,Windows,v4.5,True,2024-06-18 07:31:40.479076,2026-04-04 07:31:40.479076,US,IN
9120,DEV_9120,4068,desktop,MacOS,v2.3,False,2025-05-04 07:31:40.479076,2026-04-08 07:31:40.479076,SG,US
9121,DEV_9121,4254,desktop,MacOS,v5.8,False,2024-12-21 07:31:40.479076,2026-04-09 07:31:40.479076,US,SG
9122,DEV_9122,5178,tablet,Windows,v3.6,False,2024-04-27 07:31:40.479076,2026-04-16 07:31:40.479076,SG,IN
9123,DEV_9123,9826,tablet,Windows,v1.2,False,2024-04-28 07:31:40.479076,2026-04-01 07:31:40.479076,GB,US
9124,DEV_9124,1963,mobile,Windows,v3.2,False,2025-05-26 07:31:40.479076,2026-04-13 07:31:40.479076,GB,SG
9125,DEV_9125,5435,desktop,Android,v3.3,False,2026-01-24 07:31:40.479076,2026-04-05 07:31:40.479076,AU,AU
9126,DEV_9126,1172,tablet,MacOS,v3.4,False,2024-10-25 07:31:40.479076,2026-03-30 07:31:40.479076,IN,SG
9127,DEV_9127,8449,mobile,iOS,v5.5,False,2025-05-03 07:31:40.479076,2026-04-13 07:31:40.479076,GB,SG
9128,DEV_9128,6352,tablet,Android,v5.5,False,2026-03-17 07:31:40.479076,2026-04-16 07:31:40.479076,GB,GB
9129,DEV_9129,4206,desktop,Android,v1.2,False,2026-01-13 07:31:40.479076,2026-04-12 07:31:40.479076,SG,AU
9130,DEV_9130,6808,tablet,Windows,v3.8,False,2025-07-23 07:31:40.479076,2026-04-02 07:31:40.479076,AU,SG
9131,DEV_9131,1752,tablet,MacOS,v4.9,False,2024-05-05 07:31:40.479076,2026-04-01 07:31:40.479076,IN,GB
9132,DEV_9132,5769,desktop,Android,v2.6,False,2026-02-22 07:31:40.479076,2026-04-08 07:31:40.479076,AU,GB
9133,DEV_9133,8955,tablet,MacOS,v1.7,True,2025-12-31 07:31:40.479076,2026-03-19 07:31:40.479076,IN,IN
9134,DEV_9134,3446,desktop,Windows,v1.9,False,2025-02-28 07:31:40.479076,2026-03-28 07:31:40.479076,AU,AU
9135,DEV_9135,9507,mobile,Windows,v1.3,False,2025-09-15 07:31:40.479076,2026-04-06 07:31:40.479076,GB,US
9136,DEV_9136,9187,tablet,Windows,v1.5,False,2025-11-03 07:31:40.479076,2026-04-14 07:31:40.479076,US,AU
9137,DEV_9137,6819,desktop,MacOS,v1.3,False,2025-07-17 07:31:40.479076,2026-04-15 07:31:40.479076,SG,SG
9138,DEV_9138,7505,tablet,Windows,v1.5,False,2025-12-13 07:31:40.479076,2026-03-24 07:31:40.479076,AU,US
9139,DEV_9139,8198,desktop,Android,v3.6,False,2025-12-28 07:31:40.479076,2026-03-31 07:31:40.479076,AU,GB
9140,DEV_9140,7270,tablet,MacOS,v4.8,True,2024-05-31 07:31:40.479076,2026-04-03 07:31:40.479076,IN,US
9141,DEV_9141,9053,mobile,Windows,v1.5,False,2024-06-20 07:31:40.479076,2026-04-08 07:31:40.479076,GB,IN
9142,DEV_9142,903,mobile,iOS,v5.5,False,2024-12-28 07:31:40.479076,2026-03-24 07:31:40.479076,AU,SG
9143,DEV_9143,3684,desktop,Windows,v1.5,False,2024-06-23 07:31:40.479076,2026-04-02 07:31:40.479076,IN,GB
9144,DEV_9144,74,desktop,Windows,v2.0,True,2026-01-21 07:31:40.479076,2026-04-04 07:31:40.479076,IN,AU
9145,DEV_9145,2748,mobile,Windows,v4.1,True,2024-08-15 07:31:40.479076,2026-04-10 07:31:40.479076,SG,US
9146,DEV_9146,6454,tablet,Windows,v2.1,False,2024-08-25 07:31:40.479076,2026-04-14 07:31:40.479076,IN,IN
9147,DEV_9147,1126,desktop,MacOS,v4.2,False,2026-03-14 07:31:40.479076,2026-03-22 07:31:40.479076,US,SG
9148,DEV_9148,2511,tablet,MacOS,v1.0,False,2024-07-13 07:31:40.479076,2026-04-11 07:31:40.479076,IN,IN
9149,DEV_9149,9520,tablet,Android,v3.8,False,2025-01-14 07:31:40.479076,2026-03-24 07:31:40.479076,IN,SG
9095,DEV_9095,474,tablet,MacOS,v3.3,False,2024-11-11 07:31:40.479076,2024-11-06 07:31:40.479076,US,US
9084,DEV_9084,3426,mobile,MacOS,v2.3,False,2024-11-25 07:31:40.479076,2026-03-20 07:31:40.479076,au,GB
9150,DEV_9150,8235,tablet,iOS,v5.0,False,2025-02-16 07:31:40.479076,2026-03-23 07:31:40.479076,GB,US
9151,DEV_9151,271,tablet,Android,v2.8,True,2025-07-28 07:31:40.479076,2026-03-30 07:31:40.479076,IN,GB
9152,DEV_9152,3133,mobile,Android,v5.7,False,2026-03-15 07:31:40.479076,2026-04-07 07:31:40.479076,AU,SG
9153,DEV_9153,379,tablet,Windows,v4.4,False,2026-02-05 07:31:40.479076,2026-04-02 07:31:40.479076,US,IN
9154,DEV_9154,1480,tablet,iOS,v2.9,False,2025-03-07 07:31:40.479076,2026-04-03 07:31:40.479076,AU,AU
9155,DEV_9155,3922,desktop,Android,v3.0,False,2024-12-10 07:31:40.479076,2026-03-29 07:31:40.479076,GB,GB
9156,DEV_9156,1317,desktop,Android,v2.5,False,2026-03-05 07:31:40.479076,2026-04-05 07:31:40.479076,US,IN
9157,DEV_9157,8806,desktop,MacOS,v3.8,False,2025-06-21 07:31:40.479076,2026-03-26 07:31:40.479076,IN,GB
9159,DEV_9159,8212,mobile,Android,v1.7,False,2026-02-03 07:31:40.479076,2026-04-15 07:31:40.479076,GB,SG
9160,DEV_9160,1883,mobile,MacOS,v5.2,False,2026-04-09 07:31:40.479076,2026-04-08 07:31:40.479076,AU,AU
9161,DEV_9161,6834,tablet,Android,v5.2,True,2025-03-27 07:31:40.479076,2026-04-04 07:31:40.479076,US,IN
9162,DEV_9162,5282,desktop,Windows,v2.6,False,2025-01-23 07:31:40.479076,2026-04-16 07:31:40.479076,GB,GB
9163,DEV_9163,7508,mobile,Windows,v2.2,False,2025-02-28 07:31:40.479076,2026-03-28 07:31:40.479076,US,AU
